"Date","Correct_Village","Correct_Ward","Correct_District","Correct_Region","Dogs.without.collars","Dogs.with.collars","month","year","DWV","DW","Category"
2015-10-01,"Makangaga","Kiranjeranje","Kilwa","Lindi",4,10,70,2015,"kilwa_kiranjeranje_makangaga","kilwa_kiranjeranje","Rural"
2015-09-01,"Mbwemkuru","Kiranjeranje","Kilwa","Lindi",1,2,69,2015,"kilwa_kiranjeranje_mbwemkuru","kilwa_kiranjeranje","Rural"
2014-07-23,"Mbwemkuru","Kiranjeranje","Kilwa","Lindi",7,11,55,2014,"kilwa_kiranjeranje_mbwemkuru","kilwa_kiranjeranje","Rural"
2016-11-16,"Mirumba","Kiranjeranje","Kilwa","Lindi",1,7,83,2016,"kilwa_kiranjeranje_mirumba","kilwa_kiranjeranje","Rural"
2014-07-23,"Mirumba","Kiranjeranje","Kilwa","Lindi",3,6,55,2014,"kilwa_kiranjeranje_mirumba","kilwa_kiranjeranje","Rural"
2015-09-24,"Mirumba","Kiranjeranje","Kilwa","Lindi",3,7,69,2015,"kilwa_kiranjeranje_mirumba","kilwa_kiranjeranje","Rural"
2014-07-22,"Mtandi","Kiranjeranje","Kilwa","Lindi",2,5,55,2014,"kilwa_kiranjeranje_mtandi","kilwa_kiranjeranje","Rural"
2015-09-27,"Mtandi","Kiranjeranje","Kilwa","Lindi",3,6,69,2015,"kilwa_kiranjeranje_mtandi","kilwa_kiranjeranje","Rural"
2014-07-14,"Magengeni","Kivinjesingino","Kilwa","Lindi",2,1,55,2014,"kilwa_kivinjesingino_magengeni","kilwa_kivinjesingino","Rural"
2016-11-18,"Magengeni","Kivinjesingino","Kilwa","Lindi",0,2,83,2016,"kilwa_kivinjesingino_magengeni","kilwa_kivinjesingino","Rural"
2014-07-19,"Matandu","Kivinjesingino","Kilwa","Lindi",2,7,55,2014,"kilwa_kivinjesingino_matandu","kilwa_kivinjesingino","Rural"
2015-09-19,"Matandu","Kivinjesingino","Kilwa","Lindi",1,2,69,2015,"kilwa_kivinjesingino_matandu","kilwa_kivinjesingino","Rural"
2016-11-20,"Matandu","Kivinjesingino","Kilwa","Lindi",1,4,83,2016,"kilwa_kivinjesingino_matandu","kilwa_kivinjesingino","Rural"
2014-07-14,"Mgongeni","Kivinjesingino","Kilwa","Lindi",3,1,55,2014,"kilwa_kivinjesingino_mgongeni","kilwa_kivinjesingino","Rural"
2016-11-18,"Mgongeni","Kivinjesingino","Kilwa","Lindi",3,7,83,2016,"kilwa_kivinjesingino_mgongeni","kilwa_kivinjesingino","Rural"
2014-07-15,"Nangurukuru","Kivinjesingino","Kilwa","Lindi",1,0,55,2014,"kilwa_kivinjesingino_nangurukuru","kilwa_kivinjesingino","Rural"
2014-07-13,"Singino","Kivinjesingino","Kilwa","Lindi",3,1,55,2014,"kilwa_kivinjesingino_singino","kilwa_kivinjesingino","Rural"
2014-07-19,"Kisongo","Lihimalyao","Kilwa","Lindi",2,6,55,2014,"kilwa_lihimalyao_kisongo","kilwa_lihimalyao","Rural"
2016-11-20,"Kisongo","Lihimalyao","Kilwa","Lindi",1,0,83,2016,"kilwa_lihimalyao_kisongo","kilwa_lihimalyao","Rural"
2016-11-17,"Lihimalyao Kaskazini","Lihimalyao","Kilwa","Lindi",2,1,83,2016,"kilwa_lihimalyao_lihimalyaokaskazini","kilwa_lihimalyao","Rural"
2014-07-20,"Lihimalyao Kaskazini","Lihimalyao","Kilwa","Lindi",9,5,55,2014,"kilwa_lihimalyao_lihimalyaokaskazini","kilwa_lihimalyao","Rural"
2016-11-16,"Lihmalyo Kusini","Lihimalyao","Kilwa","Lindi",0,5,83,2016,"kilwa_lihimalyao_lihmalyokusini","kilwa_lihimalyao","Rural"
2014-07-18,"Lihmalyo Kusini","Lihimalyao","Kilwa","Lindi",11,11,55,2014,"kilwa_lihimalyao_lihmalyokusini","kilwa_lihimalyao","Rural"
2014-07-18,"Namakongo*","Lihimalyao","Kilwa","Lindi",12,9,55,2014,"kilwa_lihimalyao_namakongo","kilwa_lihimalyao","Rural"
2016-11-18,"Namakongo*","Lihimalyao","Kilwa","Lindi",0,5,83,2016,"kilwa_lihimalyao_namakongo","kilwa_lihimalyao","Rural"
2016-11-16,"Rushungi","Lihimalyao","Kilwa","Lindi",3,7,83,2016,"kilwa_lihimalyao_rushungi","kilwa_lihimalyao","Rural"
2014-07-18,"Rushungi","Lihimalyao","Kilwa","Lindi",3,8,55,2014,"kilwa_lihimalyao_rushungi","kilwa_lihimalyao","Rural"
2014-07-19,"Ruyaya","Lihimalyao","Kilwa","Lindi",0,1,55,2014,"kilwa_lihimalyao_ruyaya","kilwa_lihimalyao","Rural"
2016-11-19,"Ruyaya","Lihimalyao","Kilwa","Lindi",1,1,83,2016,"kilwa_lihimalyao_ruyaya","kilwa_lihimalyao","Rural"
2015-10-04,"Likawage","Likawage","Kilwa","Lindi",4,5,70,2015,"kilwa_likawage_likawage","kilwa_likawage","Rural"
2014-07-14,"Likawage","Likawage","Kilwa","Lindi",7,3,55,2014,"kilwa_likawage_likawage","kilwa_likawage","Rural"
2015-10-04,"Liwiti","Likawage","Kilwa","Lindi",0,3,70,2015,"kilwa_likawage_liwiti","kilwa_likawage","Rural"
2014-07-15,"Liwiti","Likawage","Kilwa","Lindi",0,1,55,2014,"kilwa_likawage_liwiti","kilwa_likawage","Rural"
2014-07-16,"Nainokwe","Likawage","Kilwa","Lindi",3,2,55,2014,"kilwa_likawage_nainokwe","kilwa_likawage","Rural"
2014-07-16,"Hotelitatu","Mandawa","Kilwa","Lindi",6,5,55,2014,"kilwa_mandawa_hotelitatu","kilwa_mandawa","Rural"
2015-09-23,"Hotelitatu","Mandawa","Kilwa","Lindi",1,1,69,2015,"kilwa_mandawa_hotelitatu","kilwa_mandawa","Rural"
2014-07-14,"Kiwawa","Mandawa","Kilwa","Lindi",0,0,55,2014,"kilwa_mandawa_kiwawa","kilwa_mandawa","Rural"
2015-09-22,"Kiwawa","Mandawa","Kilwa","Lindi",4,4,69,2015,"kilwa_mandawa_kiwawa","kilwa_mandawa","Rural"
2014-07-17,"Mandawa","Mandawa","Kilwa","Lindi",2,3,55,2014,"kilwa_mandawa_mandawa","kilwa_mandawa","Rural"
2016-11-20,"Mandawa","Mandawa","Kilwa","Lindi",4,8,83,2016,"kilwa_mandawa_mandawa","kilwa_mandawa","Rural"
2015-09-24,"Mandawa","Mandawa","Kilwa","Lindi",4,8,69,2015,"kilwa_mandawa_mandawa","kilwa_mandawa","Rural"
2014-07-14,"Mavuji","Mandawa","Kilwa","Lindi",0,0,55,2014,"kilwa_mandawa_mavuji","kilwa_mandawa","Rural"
2016-11-16,"Mavuji","Mandawa","Kilwa","Lindi",1,7,83,2016,"kilwa_mandawa_mavuji","kilwa_mandawa","Rural"
2015-09-21,"Mavuji","Mandawa","Kilwa","Lindi",1,5,69,2015,"kilwa_mandawa_mavuji","kilwa_mandawa","Rural"
2014-07-15,"Mchakama","Mandawa","Kilwa","Lindi",4,4,55,2014,"kilwa_mandawa_mchakama","kilwa_mandawa","Rural"
2015-09-24,"Mkondaji","Mandawa","Kilwa","Lindi",0,4,69,2015,"kilwa_mandawa_mkondaji","kilwa_mandawa","Rural"
2016-11-20,"Kisangi","Masoko","Kilwa","Lindi",2,8,83,2016,"kilwa_masoko_kisangi","kilwa_masoko","Rural"
2016-11-17,"Kisiwani","Masoko","Kilwa","Lindi",8,4,83,2016,"kilwa_masoko_kisiwani","kilwa_masoko","Rural"
2014-07-18,"Kisiwani","Masoko","Kilwa","Lindi",0,0,55,2014,"kilwa_masoko_kisiwani","kilwa_masoko","Rural"
2014-07-10,"Masoko","Masoko","Kilwa","Lindi",8,5,55,2014,"kilwa_masoko_masoko","kilwa_masoko","Rural"
2016-11-22,"Masoko","Masoko","Kilwa","Lindi",12,15,83,2016,"kilwa_masoko_masoko","kilwa_masoko","Rural"
2016-11-17,"Mchomolo","Masoko","Kilwa","Lindi",1,9,83,2016,"kilwa_masoko_mchomolo","kilwa_masoko","Rural"
2014-07-12,"Mkwanyule","Masoko","Kilwa","Lindi",1,2,55,2014,"kilwa_masoko_mkwanyule","kilwa_masoko","Rural"
2016-11-18,"Mkwanyule","Masoko","Kilwa","Lindi",10,7,83,2016,"kilwa_masoko_mkwanyule","kilwa_masoko","Rural"
2014-07-11,"Mnazi Mmo*","Masoko","Kilwa","Lindi",2,3,55,2014,"kilwa_masoko_mnazimmo","kilwa_masoko","Rural"
2016-11-21,"Mpara","Masoko","Kilwa","Lindi",6,5,83,2016,"kilwa_masoko_mpara","kilwa_masoko","Rural"
2014-07-16,"Miguruwe","Miguruwe","Kilwa","Lindi",6,5,55,2014,"kilwa_miguruwe_miguruwe","kilwa_miguruwe","Rural"
2016-11-17,"Miguruwe","Miguruwe","Kilwa","Lindi",3,9,83,2016,"kilwa_miguruwe_miguruwe","kilwa_miguruwe","Rural"
2014-07-18,"Mtepera","Miguruwe","Kilwa","Lindi",3,5,55,2014,"kilwa_miguruwe_mtepera","kilwa_miguruwe","Rural"
2016-11-20,"Mtepera","Miguruwe","Kilwa","Lindi",2,6,83,2016,"kilwa_miguruwe_mtepera","kilwa_miguruwe","Rural"
2016-11-18,"Nakingombe","Miguruwe","Kilwa","Lindi",0,2,83,2016,"kilwa_miguruwe_nakingombe","kilwa_miguruwe","Rural"
2014-07-19,"Nakingombe","Miguruwe","Kilwa","Lindi",1,6,55,2014,"kilwa_miguruwe_nakingombe","kilwa_miguruwe","Rural"
2014-07-17,"Zinga Kibaoni","Miguruwe","Kilwa","Lindi",0,3,55,2014,"kilwa_miguruwe_zingakibaoni","kilwa_miguruwe","Rural"
2014-07-18,"Chapita","Mingumbi","Kilwa","Lindi",2,3,55,2014,"kilwa_mingumbi_chapita","kilwa_mingumbi","Rural"
2016-11-18,"Chapita","Mingumbi","Kilwa","Lindi",2,4,83,2016,"kilwa_mingumbi_chapita","kilwa_mingumbi","Rural"
2015-09-22,"Chapita","Mingumbi","Kilwa","Lindi",1,3,69,2015,"kilwa_mingumbi_chapita","kilwa_mingumbi","Rural"
2016-11-18,"Kililima","Mingumbi","Kilwa","Lindi",2,8,83,2016,"kilwa_mingumbi_kililima","kilwa_mingumbi","Rural"
2014-07-21,"Kililima","Mingumbi","Kilwa","Lindi",2,1,55,2014,"kilwa_mingumbi_kililima","kilwa_mingumbi","Rural"
2015-09-21,"Kililima","Mingumbi","Kilwa","Lindi",1,3,69,2015,"kilwa_mingumbi_kililima","kilwa_mingumbi","Rural"
2016-11-17,"Mingumbi","Mingumbi","Kilwa","Lindi",1,7,83,2016,"kilwa_mingumbi_mingumbi","kilwa_mingumbi","Rural"
2015-09-19,"Mingumbi","Mingumbi","Kilwa","Lindi",1,2,69,2015,"kilwa_mingumbi_mingumbi","kilwa_mingumbi","Rural"
2014-07-23,"Mingumbi","Mingumbi","Kilwa","Lindi",2,5,55,2014,"kilwa_mingumbi_mingumbi","kilwa_mingumbi","Rural"
2016-11-19,"Nambondo","Mingumbi","Kilwa","Lindi",2,8,83,2016,"kilwa_mingumbi_nambondo","kilwa_mingumbi","Rural"
2014-07-22,"Nambondo","Mingumbi","Kilwa","Lindi",1,7,55,2014,"kilwa_mingumbi_nambondo","kilwa_mingumbi","Rural"
2015-09-23,"Nambondo","Mingumbi","Kilwa","Lindi",1,4,69,2015,"kilwa_mingumbi_nambondo","kilwa_mingumbi","Rural"
2015-10-05,"Nampunga","Mingumbi","Kilwa","Lindi",1,0,70,2015,"kilwa_mingumbi_nampunga","kilwa_mingumbi","Rural"
2014-07-19,"Nampunga","Mingumbi","Kilwa","Lindi",0,2,55,2014,"kilwa_mingumbi_nampunga","kilwa_mingumbi","Rural"
2015-09-20,"Nangambi","Mingumbi","Kilwa","Lindi",1,2,69,2015,"kilwa_mingumbi_nangambi","kilwa_mingumbi","Rural"
2016-11-20,"Nangambi","Mingumbi","Kilwa","Lindi",0,10,83,2016,"kilwa_mingumbi_nangambi","kilwa_mingumbi","Rural"
2014-07-23,"Nangambi","Mingumbi","Kilwa","Lindi",1,3,55,2014,"kilwa_mingumbi_nangambi","kilwa_mingumbi","Rural"
2015-09-20,"Miteja","Miteja","Kilwa","Lindi",1,2,69,2015,"kilwa_miteja_miteja","kilwa_miteja","Rural"
2015-09-21,"Miteja","Miteja","Kilwa","Lindi",0,2,69,2015,"kilwa_miteja_miteja","kilwa_miteja","Rural"
2015-09-24,"Mtoni","Miteja","Kilwa","Lindi",1,0,69,2015,"kilwa_miteja_mtoni","kilwa_miteja","Rural"
2015-09-22,"Mtukwao","Miteja","Kilwa","Lindi",2,1,69,2015,"kilwa_miteja_mtukwao","kilwa_miteja","Rural"
2015-09-23,"Tilawandu","Miteja","Kilwa","Lindi",0,1,69,2015,"kilwa_miteja_tilawandu","kilwa_miteja","Rural"
2014-07-13,"Mitole","Mitole","Kilwa","Lindi",7,4,55,2014,"kilwa_mitole_mitole","kilwa_mitole","Rural"
2015-09-21,"Mitole","Mitole","Kilwa","Lindi",2,26,69,2015,"kilwa_mitole_mitole","kilwa_mitole","Rural"
2016-11-28,"Mitole","Mitole","Kilwa","Lindi",2,4,83,2016,"kilwa_mitole_mitole","kilwa_mitole","Rural"
2016-11-28,"Ngea","Mitole","Kilwa","Lindi",0,2,83,2016,"kilwa_mitole_ngea","kilwa_mitole","Rural"
2014-07-20,"Nakiu","Nanjirinji","Kilwa","Lindi",2,5,55,2014,"kilwa_nanjirinji_nakiu","kilwa_nanjirinji","Rural"
2015-09-30,"Nakiu","Nanjirinji","Kilwa","Lindi",5,4,69,2015,"kilwa_nanjirinji_nakiu","kilwa_nanjirinji","Rural"
2015-10-01,"Nanji 'A'","Nanjirinji","Kilwa","Lindi",5,4,70,2015,"kilwa_nanjirinji_nanjia","kilwa_nanjirinji","Rural"
2014-07-15,"Nanji 'A'","Nanjirinji","Kilwa","Lindi",15,8,55,2014,"kilwa_nanjirinji_nanjia","kilwa_nanjirinji","Rural"
2015-10-02,"Nanjiri B'","Nanjirinji","Kilwa","Lindi",0,4,70,2015,"kilwa_nanjirinji_nanjirib","kilwa_nanjirinji","Rural"
2014-07-14,"Nanjiri B'","Nanjirinji","Kilwa","Lindi",8,9,55,2014,"kilwa_nanjirinji_nanjirib","kilwa_nanjirinji","Rural"
2014-07-17,"Kipindimbi","Njinjo","Kilwa","Lindi",0,1,55,2014,"kilwa_njinjo_kipindimbi","kilwa_njinjo","Rural"
2016-11-29,"Kipindimbi","Njinjo","Kilwa","Lindi",2,7,83,2016,"kilwa_njinjo_kipindimbi","kilwa_njinjo","Rural"
2014-07-18,"Kisimamkika","Njinjo","Kilwa","Lindi",1,2,55,2014,"kilwa_njinjo_kisimamkika","kilwa_njinjo","Rural"
2016-11-30,"Njinjo","Njinjo","Kilwa","Lindi",1,1,83,2016,"kilwa_njinjo_njinjo","kilwa_njinjo","Rural"
2014-07-14,"Malalani","Pande Mikoma","Kilwa","Lindi",12,5,55,2014,"kilwa_pandemikoma_malalani","kilwa_pandemikoma","Rural"
2014-07-16,"Mtitimila","Pande Mikoma","Kilwa","Lindi",11,4,55,2014,"kilwa_pandemikoma_mtitimila","kilwa_pandemikoma","Rural"
2014-07-17,"Nakimweramikoma","Pande Mikoma","Kilwa","Lindi",11,6,55,2014,"kilwa_pandemikoma_nakimweramikoma","kilwa_pandemikoma","Rural"
2014-07-16,"Namwedo","Pande Mikoma","Kilwa","Lindi",4,7,55,2014,"kilwa_pandemikoma_namwedo","kilwa_pandemikoma","Rural"
2014-07-16,"Nang'oo Kiwala","Pande Mikoma","Kilwa","Lindi",26,4,55,2014,"kilwa_pandemikoma_nangookiwala","kilwa_pandemikoma","Rural"
2014-07-15,"Pande Ploti","Pande Mikoma","Kilwa","Lindi",11,2,55,2014,"kilwa_pandemikoma_pandeploti","kilwa_pandemikoma","Rural"
2014-07-21,"Songomnara","Pande Mikoma","Kilwa","Lindi",2,1,55,2014,"kilwa_pandemikoma_songomnara","kilwa_pandemikoma","Rural"
2016-11-21,"Mtandango","Tingi","Kilwa","Lindi",1,25,83,2016,"kilwa_tingi_mtandango","kilwa_tingi","Rural"
2014-07-19,"Njianne","Tingi","Kilwa","Lindi",4,6,55,2014,"kilwa_tingi_njianne","kilwa_tingi","Rural"
2016-11-23,"Njianne","Tingi","Kilwa","Lindi",8,15,83,2016,"kilwa_tingi_njianne","kilwa_tingi","Rural"
2016-11-21,"Tingi","Tingi","Kilwa","Lindi",3,16,83,2016,"kilwa_tingi_tingi","kilwa_tingi","Rural"
2015-09-01,"Chiodya A","Chiponda","Lindi Rural","Lindi",2,3,69,2015,"lindirural_chiponda_chiodyaa","lindirural_chiponda","Rural"
2016-11-14,"Chiodya A","Chiponda","Lindi Rural","Lindi",0,3,83,2016,"lindirural_chiponda_chiodyaa","lindirural_chiponda","Rural"
2014-06-23,"Chiodya A","Chiponda","Lindi Rural","Lindi",12,6,54,2014,"lindirural_chiponda_chiodyaa","lindirural_chiponda","Rural"
2015-09-01,"Chiodya B","Chiponda","Lindi Rural","Lindi",0,3,69,2015,"lindirural_chiponda_chiodyab","lindirural_chiponda","Rural"
2015-09-09,"Chiodya B","Chiponda","Lindi Rural","Lindi",2,2,69,2015,"lindirural_chiponda_chiodyab","lindirural_chiponda","Rural"
2016-11-14,"Chiodya B","Chiponda","Lindi Rural","Lindi",1,2,83,2016,"lindirural_chiponda_chiodyab","lindirural_chiponda","Rural"
2016-11-16,"Chiodya B","Chiponda","Lindi Rural","Lindi",0,0,83,2016,"lindirural_chiponda_chiodyab","lindirural_chiponda","Rural"
2014-06-25,"Chiodya B","Chiponda","Lindi Rural","Lindi",4,8,54,2014,"lindirural_chiponda_chiodyab","lindirural_chiponda","Rural"
2015-09-03,"Chiponda","Chiponda","Lindi Rural","Lindi",0,2,69,2015,"lindirural_chiponda_chiponda","lindirural_chiponda","Rural"
2016-11-13,"Chiponda","Chiponda","Lindi Rural","Lindi",0,2,83,2016,"lindirural_chiponda_chiponda","lindirural_chiponda","Rural"
2014-06-23,"Chiponda","Chiponda","Lindi Rural","Lindi",0,3,54,2014,"lindirural_chiponda_chiponda","lindirural_chiponda","Rural"
2015-09-02,"Mwangu","Chiponda","Lindi Rural","Lindi",4,4,69,2015,"lindirural_chiponda_mwangu","lindirural_chiponda","Rural"
2016-11-12,"Mwangu","Chiponda","Lindi Rural","Lindi",0,1,83,2016,"lindirural_chiponda_mwangu","lindirural_chiponda","Rural"
2014-06-24,"Mwangu","Chiponda","Lindi Rural","Lindi",9,3,54,2014,"lindirural_chiponda_mwangu","lindirural_chiponda","Rural"
2015-09-02,"Ntauna","Chiponda","Lindi Rural","Lindi",0,5,69,2015,"lindirural_chiponda_ntauna","lindirural_chiponda","Rural"
2016-11-15,"Ntauna","Chiponda","Lindi Rural","Lindi",1,1,83,2016,"lindirural_chiponda_ntauna","lindirural_chiponda","Rural"
2014-06-22,"Ntauna","Chiponda","Lindi Rural","Lindi",5,19,54,2014,"lindirural_chiponda_ntauna","lindirural_chiponda","Rural"
2016-11-14,"Kilangala A","Kilangala","Lindi Rural","Lindi",1,2,83,2016,"lindirural_kilangala_kilangalaa","lindirural_kilangala","Rural"
2014-06-23,"Kilangala A","Kilangala","Lindi Rural","Lindi",0,1,54,2014,"lindirural_kilangala_kilangalaa","lindirural_kilangala","Rural"
2015-08-30,"Kilangala A","Kilangala","Lindi Rural","Lindi",3,3,68,2015,"lindirural_kilangala_kilangalaa","lindirural_kilangala","Rural"
2016-11-12,"Kilangala B","Kilangala","Lindi Rural","Lindi",10,2,83,2016,"lindirural_kilangala_kilangalab","lindirural_kilangala","Rural"
2014-06-26,"Kilangala B","Kilangala","Lindi Rural","Lindi",1,8,54,2014,"lindirural_kilangala_kilangalab","lindirural_kilangala","Rural"
2015-08-30,"Kilangala B","Kilangala","Lindi Rural","Lindi",0,2,68,2015,"lindirural_kilangala_kilangalab","lindirural_kilangala","Rural"
2015-09-01,"Mnimbila","Kilangala","Lindi Rural","Lindi",0,4,69,2015,"lindirural_kilangala_mnimbila","lindirural_kilangala","Rural"
2016-11-14,"Mnimbila","Kilangala","Lindi Rural","Lindi",3,5,83,2016,"lindirural_kilangala_mnimbila","lindirural_kilangala","Rural"
2014-06-23,"Mnimbila","Kilangala","Lindi Rural","Lindi",13,4,54,2014,"lindirural_kilangala_mnimbila","lindirural_kilangala","Rural"
2016-11-15,"Mtumbikile","Kilangala","Lindi Rural","Lindi",6,7,83,2016,"lindirural_kilangala_mtumbikile","lindirural_kilangala","Rural"
2014-06-27,"Mtumbikile","Kilangala","Lindi Rural","Lindi",7,4,54,2014,"lindirural_kilangala_mtumbikile","lindirural_kilangala","Rural"
2015-08-31,"Mtumbikile","Kilangala","Lindi Rural","Lindi",0,2,68,2015,"lindirural_kilangala_mtumbikile","lindirural_kilangala","Rural"
2015-09-02,"Dimba","Kilolambwani","Lindi Rural","Lindi",4,3,69,2015,"lindirural_kilolambwani_dimba","lindirural_kilolambwani","Rural"
2016-11-13,"Dimba","Kilolambwani","Lindi Rural","Lindi",1,3,83,2016,"lindirural_kilolambwani_dimba","lindirural_kilolambwani","Rural"
2015-09-02,"Kijiweni","Kilolambwani","Lindi Rural","Lindi",3,4,69,2015,"lindirural_kilolambwani_kijiweni","lindirural_kilolambwani","Rural"
2016-11-13,"Kijiweni","Kilolambwani","Lindi Rural","Lindi",1,0,83,2016,"lindirural_kilolambwani_kijiweni","lindirural_kilolambwani","Rural"
2016-11-15,"Kijiweni","Kilolambwani","Lindi Rural","Lindi",1,2,83,2016,"lindirural_kilolambwani_kijiweni","lindirural_kilolambwani","Rural"
2015-09-01,"Kilolambwani","Kilolambwani","Lindi Rural","Lindi",3,3,69,2015,"lindirural_kilolambwani_kilolambwani","lindirural_kilolambwani","Rural"
2016-11-12,"Kilolambwani","Kilolambwani","Lindi Rural","Lindi",0,1,83,2016,"lindirural_kilolambwani_kilolambwani","lindirural_kilolambwani","Rural"
2014-06-30,"Kilolambwani","Kilolambwani","Lindi Rural","Lindi",0,2,54,2014,"lindirural_kilolambwani_kilolambwani","lindirural_kilolambwani","Rural"
2016-11-15,"Maloo","Kilolambwani","Lindi Rural","Lindi",0,0,83,2016,"lindirural_kilolambwani_maloo","lindirural_kilolambwani","Rural"
2014-06-22,"Maloo","Kilolambwani","Lindi Rural","Lindi",1,1,54,2014,"lindirural_kilolambwani_maloo","lindirural_kilolambwani","Rural"
2015-09-01,"Mnang'ole","Kilolambwani","Lindi Rural","Lindi",3,0,69,2015,"lindirural_kilolambwani_mnangole","lindirural_kilolambwani","Rural"
2016-11-14,"Mnang'ole","Kilolambwani","Lindi Rural","Lindi",0,0,83,2016,"lindirural_kilolambwani_mnangole","lindirural_kilolambwani","Rural"
2015-09-02,"Mvuleni A","Kilolambwani","Lindi Rural","Lindi",4,4,69,2015,"lindirural_kilolambwani_mvulenia","lindirural_kilolambwani","Rural"
2016-11-12,"Mvuleni A","Kilolambwani","Lindi Rural","Lindi",0,0,83,2016,"lindirural_kilolambwani_mvulenia","lindirural_kilolambwani","Rural"
2015-09-02,"Mvuleni B","Kilolambwani","Lindi Rural","Lindi",2,0,69,2015,"lindirural_kilolambwani_mvulenib","lindirural_kilolambwani","Rural"
2016-11-14,"Mvuleni B","Kilolambwani","Lindi Rural","Lindi",0,0,83,2016,"lindirural_kilolambwani_mvulenib","lindirural_kilolambwani","Rural"
2014-06-22,"Kitomanga","Kitomanga","Lindi Rural","Lindi",12,17,54,2014,"lindirural_kitomanga_kitomanga","lindirural_kitomanga","Rural"
2015-08-30,"Kitomanga","Kitomanga","Lindi Rural","Lindi",5,7,68,2015,"lindirural_kitomanga_kitomanga","lindirural_kitomanga","Rural"
2015-09-04,"Mkwajuni","Kitomanga","Lindi Rural","Lindi",0,0,69,2015,"lindirural_kitomanga_mkwajuni","lindirural_kitomanga","Rural"
2015-08-31,"Mkwajuni","Kitomanga","Lindi Rural","Lindi",4,3,68,2015,"lindirural_kitomanga_mkwajuni","lindirural_kitomanga","Rural"
2016-11-14,"Kiwalala","Kiwalala","Lindi Rural","Lindi",3,0,83,2016,"lindirural_kiwalala_kiwalala","lindirural_kiwalala","Rural"
2014-06-20,"Kiwalala","Kiwalala","Lindi Rural","Lindi",1,7,54,2014,"lindirural_kiwalala_kiwalala","lindirural_kiwalala","Rural"
2015-08-30,"Kiwalala","Kiwalala","Lindi Rural","Lindi",2,0,68,2015,"lindirural_kiwalala_kiwalala","lindirural_kiwalala","Rural"
2015-09-01,"Mahumbika","Kiwalala","Lindi Rural","Lindi",2,0,69,2015,"lindirural_kiwalala_mahumbika","lindirural_kiwalala","Rural"
2014-06-17,"Mahumbika","Kiwalala","Lindi Rural","Lindi",1,3,54,2014,"lindirural_kiwalala_mahumbika","lindirural_kiwalala","Rural"
2016-11-18,"Mahumbika","Kiwalala","Lindi Rural","Lindi",3,4,83,2016,"lindirural_kiwalala_mahumbika","lindirural_kiwalala","Rural"
2016-11-14,"Mandawa","Kiwalala","Lindi Rural","Lindi",2,0,83,2016,"lindirural_kiwalala_mandawa","lindirural_kiwalala","Rural"
2014-06-21,"Mandawa","Kiwalala","Lindi Rural","Lindi",2,5,54,2014,"lindirural_kiwalala_mandawa","lindirural_kiwalala","Rural"
2015-08-31,"Mandawa","Kiwalala","Lindi Rural","Lindi",4,0,68,2015,"lindirural_kiwalala_mandawa","lindirural_kiwalala","Rural"
2015-09-04,"Mmangawanga","Kiwalala","Lindi Rural","Lindi",0,0,69,2015,"lindirural_kiwalala_mmangawanga","lindirural_kiwalala","Rural"
2016-11-12,"Mmangawanga","Kiwalala","Lindi Rural","Lindi",2,0,83,2016,"lindirural_kiwalala_mmangawanga","lindirural_kiwalala","Rural"
2014-06-17,"Mmangawanga","Kiwalala","Lindi Rural","Lindi",1,5,54,2014,"lindirural_kiwalala_mmangawanga","lindirural_kiwalala","Rural"
2015-09-05,"Mpembe","Kiwalala","Lindi Rural","Lindi",3,0,69,2015,"lindirural_kiwalala_mpembe","lindirural_kiwalala","Rural"
2014-06-16,"Mpembe","Kiwalala","Lindi Rural","Lindi",0,2,54,2014,"lindirural_kiwalala_mpembe","lindirural_kiwalala","Rural"
2016-11-17,"Mpembe","Kiwalala","Lindi Rural","Lindi",3,2,83,2016,"lindirural_kiwalala_mpembe","lindirural_kiwalala","Rural"
2015-09-02,"Narunyu","Kiwalala","Lindi Rural","Lindi",0,0,69,2015,"lindirural_kiwalala_narunyu","lindirural_kiwalala","Rural"
2016-11-13,"Narunyu","Kiwalala","Lindi Rural","Lindi",1,0,83,2016,"lindirural_kiwalala_narunyu","lindirural_kiwalala","Rural"
2014-06-19,"Narunyu","Kiwalala","Lindi Rural","Lindi",1,5,54,2014,"lindirural_kiwalala_narunyu","lindirural_kiwalala","Rural"
2015-09-03,"Ruo","Kiwalala","Lindi Rural","Lindi",4,0,69,2015,"lindirural_kiwalala_ruo","lindirural_kiwalala","Rural"
2016-11-15,"Ruo","Kiwalala","Lindi Rural","Lindi",1,0,83,2016,"lindirural_kiwalala_ruo","lindirural_kiwalala","Rural"
2014-06-18,"Ruo","Kiwalala","Lindi Rural","Lindi",1,3,54,2014,"lindirural_kiwalala_ruo","lindirural_kiwalala","Rural"
2015-09-01,"Kiwawa","Kiwawa","Lindi Rural","Lindi",7,16,69,2015,"lindirural_kiwawa_kiwawa","lindirural_kiwawa","Rural"
2016-11-12,"Kiwawa","Kiwawa","Lindi Rural","Lindi",1,2,83,2016,"lindirural_kiwawa_kiwawa","lindirural_kiwawa","Rural"
2015-09-02,"Mputwa","Kiwawa","Lindi Rural","Lindi",3,8,69,2015,"lindirural_kiwawa_mputwa","lindirural_kiwawa","Rural"
