"DWV","DW","round","Category","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"lindirural_mipingo_mipingo","lindirural_mipingo",3,"Rural",0,0,54,2014,16
"lindirural_mipingo_mipingo","lindirural_mipingo",4,"Rural",0,0,69,2015,22
"lindirural_mipingo_mipingo","lindirural_mipingo",5,"Rural",4,3,83,2016,12
"lindirural_mipingo_mnyangara","lindirural_mipingo",3,"Rural",2,1,54,2014,10
"lindirural_mipingo_mnyangara","lindirural_mipingo",4,"Rural",4,2,69,2015,24
"lindirural_mipingo_mnyangara","lindirural_mipingo",5,"Rural",6,1,83,2016,15
"lindirural_mipingo_namkongo","lindirural_mipingo",3,"Rural",7,2,54,2014,20
"lindirural_mipingo_namkongo","lindirural_mipingo",4,"Rural",3,5,69,2015,20
"lindirural_mipingo_namkongo","lindirural_mipingo",5,"Rural",12,0,83,2016,23
"lindirural_mnara_chikombe","lindirural_mnara",4,"Rural",7,0,69,2015,13
"lindirural_mnara_chikombe","lindirural_mnara",5,"Rural",0,0,83,2016,8
"lindirural_mnara_liganga","lindirural_mnara",3,"Rural",9,4,54,2014,22
"lindirural_mnara_liganga","lindirural_mnara",4,"Rural",9,0,69,2015,27
"lindirural_mnara_liganga","lindirural_mnara",5,"Rural",9,3,83,2016,28
"lindirural_mnara_mkangaii","lindirural_mnara",4,"Rural",4,3,69,2015,24
"lindirural_mnara_mkangaii","lindirural_mnara",5,"Rural",0,3,83,2016,12
"lindirural_mnara_mnara","lindirural_mnara",3,"Rural",7,19,54,2014,8
"lindirural_mnara_mnara","lindirural_mnara",4,"Rural",5,3,69,2015,16
"lindirural_mnara_mnara","lindirural_mnara",5,"Rural",8,5,83,2016,22
"lindirural_mnara_mtakuja","lindirural_mnara",3,"Rural",7,22,54,2014,10
"lindirural_mnara_mtakuja","lindirural_mnara",4,"Rural",3,4,69,2015,7
"lindirural_mnara_mtakuja","lindirural_mnara",5,"Rural",3,3,83,2016,10
"lindirural_mnara_ntene","lindirural_mnara",3,"Rural",3,10,54,2014,6
"lindirural_mnara_ntene","lindirural_mnara",4,"Rural",5,0,69,2015,11
"lindirural_mnara_ntene","lindirural_mnara",5,"Rural",1,3,83,2016,11
"lindirural_mnara_nteneb","lindirural_mnara",3,"Rural",2,3,54,2014,10
"lindirural_mnara_nteneb","lindirural_mnara",4,"Rural",4,3,69,2015,8
"lindirural_mnara_nteneb","lindirural_mnara",5,"Rural",3,3,83,2016,8
"lindirural_mnolela_mbuta","lindirural_mnolela",4,"Rural",1,1,NA,NA,NA
"lindirural_mnolela_mbuta","lindirural_mnolela",5,"Rural",5,5,83,2016,11
"lindirural_mnolela_mnolela","lindirural_mnolela",3,"Rural",9,0,NA,NA,NA
"lindirural_mnolela_mnolela","lindirural_mnolela",4,"Rural",2,5,69,2015,15
"lindirural_mnolela_mnolela","lindirural_mnolela",5,"Rural",6,6,83,2016,8
"lindirural_mnolela_namunda","lindirural_mnolela",4,"Rural",0,0,69,2015,14
"lindirural_mnolela_namunda","lindirural_mnolela",5,"Rural",3,4,83,2016,12
"lindirural_mnolela_ruhokwe","lindirural_mnolela",4,"Rural",2,0,69,2015,15
"lindirural_mnolela_ruhokwe","lindirural_mnolela",5,"Rural",8,8,83,2016,9
"lindirural_mnolela_simana","lindirural_mnolela",3,"Rural",6,2,54,2014,17
"lindirural_mnolela_simana","lindirural_mnolela",4,"Rural",1,1,69,2015,9
"lindirural_mnolela_simana","lindirural_mnolela",5,"Rural",15,9,83,2016,30
"lindirural_mnolela_zingatia","lindirural_mnolela",3,"Rural",1,2,54,2014,9
"lindirural_mnolela_zingatia","lindirural_mnolela",4,"Rural",1,1,69,2015,2
"lindirural_mnolela_zingatia","lindirural_mnolela",5,"Rural",1,2,83,2016,1
"lindirural_mtama_makonde","lindirural_mtama",3,"Rural",6,7,NA,NA,NA
"lindirural_mtama_makonde","lindirural_mtama",4,"Rural",2,2,69,2015,2
"lindirural_mtama_makonde","lindirural_mtama",5,"Rural",4,3,83,2016,15
"lindirural_mtama_mihogoni","lindirural_mtama",3,"Rural",0,1,NA,NA,NA
"lindirural_mtama_mihogoni","lindirural_mtama",4,"Rural",3,1,69,2015,6
"lindirural_mtama_mihogoni","lindirural_mtama",5,"Rural",7,3,83,2016,12
"lindirural_mtama_mpenda","lindirural_mtama",3,"Rural",3,1,NA,NA,NA
"lindirural_mtama_mpenda","lindirural_mtama",4,"Rural",2,2,69,2015,2
"lindirural_mtama_mpenda","lindirural_mtama",5,"Rural",1,1,83,2016,2
"lindirural_mtama_mvuleni","lindirural_mtama",3,"Rural",0,0,54,2014,2
"lindirural_mtama_mvuleni","lindirural_mtama",4,"Rural",0,0,69,2015,5
"lindirural_mtama_mvuleni","lindirural_mtama",5,"Rural",4,1,83,2016,4
"lindirural_mtua_kilimahewaa","lindirural_mtua",3,"Rural",3,1,54,2014,18
"lindirural_mtua_kilimahewaa","lindirural_mtua",4,"Rural",6,0,69,2015,6
"lindirural_mtua_kilimahewaa","lindirural_mtua",5,"Rural",1,1,83,2016,19
"lindirural_mtua_kilimahewab","lindirural_mtua",3,"Rural",2,0,NA,NA,NA
"lindirural_mtua_kilimahewab","lindirural_mtua",4,"Rural",4,0,69,2015,3
"lindirural_mtua_kilimahewab","lindirural_mtua",5,"Rural",2,2,83,2016,5
"lindirural_mtumbya_kilimanjaro","lindirural_mtumbya",3,"Rural",2,1,54,2014,7
"lindirural_mtumbya_kilimanjaro","lindirural_mtumbya",4,"Rural",10,5,69,2015,9
"lindirural_mtumbya_kilimanjaro","lindirural_mtumbya",5,"Rural",3,1,83,2016,12
"lindirural_mtumbya_mtumbya","lindirural_mtumbya",3,"Rural",13,1,54,2014,16
"lindirural_mtumbya_mtumbya","lindirural_mtumbya",4,"Rural",11,8,69,2015,43
"lindirural_mtumbya_mtumbya","lindirural_mtumbya",5,"Rural",10,2,83,2016,24
"lindirural_nachunyu_mmumbu","lindirural_nachunyu",4,"Rural",2,0,69,2015,7
"lindirural_nachunyu_mmumbu","lindirural_nachunyu",5,"Rural",1,3,83,2016,2
"lindirural_nachunyu_nachunyu","lindirural_nachunyu",4,"Rural",3,0,69,2015,24
"lindirural_nachunyu_nachunyu","lindirural_nachunyu",5,"Rural",5,3,83,2016,65
"lindirural_nahukahuka_linoha","lindirural_nahukahuka",3,"Rural",9,0,54,2014,19
"lindirural_nahukahuka_linoha","lindirural_nahukahuka",4,"Rural",0,2,69,2015,4
"lindirural_nahukahuka_linoha","lindirural_nahukahuka",5,"Rural",1,1,83,2016,5
"lindirural_nahukahuka_lipome","lindirural_nahukahuka",3,"Rural",0,13,NA,NA,NA
"lindirural_nahukahuka_lipome","lindirural_nahukahuka",4,"Rural",3,0,69,2015,10
"lindirural_nahukahuka_lipome","lindirural_nahukahuka",5,"Rural",0,1,83,2016,4
"lindirural_nahukahuka_mbawala","lindirural_nahukahuka",3,"Rural",0,0,54,2014,4
"lindirural_nahukahuka_mbawala","lindirural_nahukahuka",4,"Rural",2,0,69,2015,4
"lindirural_nahukahuka_mbawala","lindirural_nahukahuka",5,"Rural",0,0,83,2016,9
"lindirural_nahukahuka_nahukahuka","lindirural_nahukahuka",3,"Rural",5,1,54,2014,34
"lindirural_nahukahuka_nahukahuka","lindirural_nahukahuka",4,"Rural",3,5,69,2015,20
"lindirural_nahukahuka_nahukahuka","lindirural_nahukahuka",5,"Rural",6,10,83,2016,25
"lindirural_nahukahuka_nahukahukab","lindirural_nahukahuka",3,"Rural",15,12,NA,NA,NA
"lindirural_nahukahuka_nahukahukab","lindirural_nahukahuka",5,"Rural",2,2,83,2016,8
"lindirural_namangale_chiwelele","lindirural_namangale",4,"Rural",5,3,69,2015,6
"lindirural_namangale_chiwelele","lindirural_namangale",5,"Rural",7,0,83,2016,7
"lindirural_namangale_mawilo","lindirural_namangale",4,"Rural",0,0,NA,NA,NA
"lindirural_namangale_mawilo","lindirural_namangale",5,"Rural",5,0,83,2016,24
"lindirural_namangale_namangale","lindirural_namangale",4,"Rural",16,10,69,2015,64
"lindirural_namangale_namangale","lindirural_namangale",5,"Rural",14,2,83,2016,12
"lindirural_namangale_namangaleb","lindirural_namangale",4,"Rural",6,4,69,2015,21
"lindirural_namangale_namangaleb","lindirural_namangale",5,"Rural",7,1,83,2016,12
"lindirural_namupa_mihima","lindirural_namupa",3,"Rural",3,1,54,2014,8
"lindirural_namupa_mihima","lindirural_namupa",4,"Rural",3,0,69,2015,25
"lindirural_namupa_mihima","lindirural_namupa",5,"Rural",3,0,83,2016,8
"lindirural_namupa_mnamba","lindirural_namupa",4,"Rural",0,0,NA,NA,NA
"lindirural_namupa_mnamba","lindirural_namupa",5,"Rural",0,0,NA,NA,NA
"lindirural_namupa_mndawa","lindirural_namupa",4,"Rural",0,0,69,2015,4
"lindirural_namupa_mndawa","lindirural_namupa",5,"Rural",0,0,NA,NA,NA
"lindirural_namupa_muunganoii","lindirural_namupa",4,"Rural",0,0,69,2015,22
"lindirural_namupa_muunganoii","lindirural_namupa",5,"Rural",5,0,83,2016,21
"lindirural_namupa_namupa","lindirural_namupa",4,"Rural",9,2,69,2015,24
"lindirural_namupa_namupa","lindirural_namupa",5,"Rural",33,0,83,2016,42
"lindirural_nangaru_makumba","lindirural_nangaru",4,"Rural",7,2,69,2015,34
"lindirural_nangaru_makumba","lindirural_nangaru",5,"Rural",8,2,83,2016,16
"lindirural_nangaru_mkombamosi","lindirural_nangaru",4,"Rural",5,4,69,2015,13
"lindirural_nangaru_mkombamosi","lindirural_nangaru",5,"Rural",8,4,83,2016,12
"lindirural_nangaru_muungano","lindirural_nangaru",4,"Rural",0,3,69,2015,10
"lindirural_nangaru_muungano","lindirural_nangaru",5,"Rural",0,9,83,2016,13
"lindirural_navanga_mongomongo","lindirural_navanga",4,"Rural",2,0,69,2015,2
"lindirural_navanga_mongomongo","lindirural_navanga",5,"Rural",0,1,NA,NA,NA
"lindirural_navanga_nampunga","lindirural_navanga",3,"Rural",3,2,NA,NA,NA
"lindirural_navanga_nampunga","lindirural_navanga",4,"Rural",4,0,69,2015,5
"lindirural_navanga_navanga","lindirural_navanga",3,"Rural",9,6,54,2014,26
"lindirural_navanga_navanga","lindirural_navanga",4,"Rural",2,2,69,2015,8
"lindirural_navanga_navanga","lindirural_navanga",5,"Rural",0,3,83,2016,3
"lindirural_navanga_shuka","lindirural_navanga",4,"Rural",0,0,69,2015,4
"lindirural_navanga_shuka","lindirural_navanga",5,"Rural",3,3,NA,NA,NA
"lindirural_nyangamara_liputi","lindirural_nyangamara",3,"Rural",17,17,54,2014,19
"lindirural_nyangamara_liputi","lindirural_nyangamara",4,"Rural",3,3,69,2015,7
"lindirural_nyangamara_liputi","lindirural_nyangamara",5,"Rural",7,18,83,2016,7
"lindirural_nyangamara_madingo","lindirural_nyangamara",3,"Rural",4,24,54,2014,11
"lindirural_nyangamara_madingo","lindirural_nyangamara",4,"Rural",0,4,69,2015,11
"lindirural_nyangamara_madingo","lindirural_nyangamara",5,"Rural",1,6,83,2016,10
"lindirural_nyangamara_nyangamaraa","lindirural_nyangamara",3,"Rural",9,15,54,2014,15
"lindirural_nyangamara_nyangamaraa","lindirural_nyangamara",4,"Rural",0,3,69,2015,7
"lindirural_nyangamara_nyangamaraa","lindirural_nyangamara",5,"Rural",2,9,83,2016,12
"lindirural_nyangamara_nyangamarab","lindirural_nyangamara",3,"Rural",5,13,54,2014,11
"lindirural_nyangamara_nyangamarab","lindirural_nyangamara",4,"Rural",4,3,69,2015,15
"lindirural_nyangamara_nyangamarab","lindirural_nyangamara",5,"Rural",3,7,83,2016,10
"lindirural_nyangamara_utimbe","lindirural_nyangamara",3,"Rural",23,3,54,2014,25
"lindirural_nyangamara_utimbe","lindirural_nyangamara",4,"Rural",0,4,69,2015,1
"lindirural_nyangao_mahiwa","lindirural_nyangao",3,"Rural",6,4,54,2014,39
"lindirural_nyangao_mahiwa","lindirural_nyangao",4,"Rural",12,6,69,2015,52
"lindirural_nyangao_mahiwa","lindirural_nyangao",5,"Rural",12,5,83,2016,29
"lindirural_nyangao_mtakujaii","lindirural_nyangao",3,"Rural",2,1,54,2014,5
"lindirural_nyangao_mtakujaii","lindirural_nyangao",4,"Rural",8,3,69,2015,9
"lindirural_nyangao_mtakujaii","lindirural_nyangao",5,"Rural",2,1,83,2016,12
"lindirural_nyangao_nyangaoa","lindirural_nyangao",3,"Rural",8,5,54,2014,18
"lindirural_nyangao_nyangaoa","lindirural_nyangao",4,"Rural",10,5,69,2015,26
"lindirural_nyangao_nyangaoa","lindirural_nyangao",5,"Rural",7,6,83,2016,16
"lindirural_nyangao_nyangaob","lindirural_nyangao",3,"Rural",8,2,54,2014,24
"lindirural_nyangao_nyangaob","lindirural_nyangao",4,"Rural",8,4,69,2015,28
"lindirural_nyangao_nyangaob","lindirural_nyangao",5,"Rural",5,4,83,2016,23
"lindirural_nyengedi_luwale","lindirural_nyengedi",4,"Rural",4,3,69,2015,11
"lindirural_nyengedi_luwale","lindirural_nyengedi",5,"Rural",3,0,83,2016,11
"lindirural_nyengedi_nyengedi","lindirural_nyengedi",4,"Rural",6,3,69,2015,23
"lindirural_nyengedi_nyengedi","lindirural_nyengedi",5,"Rural",3,2,83,2016,16
"lindirural_nyengedi_nyengedib","lindirural_nyengedi",4,"Rural",4,0,69,2015,37
"lindirural_nyengedi_nyengedib","lindirural_nyengedi",5,"Rural",6,1,83,2016,15
"lindirural_pangatena_hingawali","lindirural_pangatena",3,"Rural",3,7,NA,NA,NA
"lindirural_pangatena_hingawali","lindirural_pangatena",4,"Rural",7,6,69,2015,9
"lindirural_pangatena_hingawali","lindirural_pangatena",5,"Rural",4,0,83,2016,12
"lindirural_pangatena_njonjo","lindirural_pangatena",3,"Rural",11,0,NA,NA,NA
"lindirural_pangatena_njonjo","lindirural_pangatena",4,"Rural",0,0,69,2015,15
"lindirural_pangatena_njonjo","lindirural_pangatena",5,"Rural",3,2,83,2016,10
"lindirural_pangatena_pangatena","lindirural_pangatena",3,"Rural",5,6,NA,NA,NA
"lindirural_pangatena_pangatena","lindirural_pangatena",4,"Rural",2,3,69,2015,4
"lindirural_pangatena_pangatena","lindirural_pangatena",5,"Rural",1,1,83,2016,1
"lindirural_rutamba_chilala","lindirural_rutamba",4,"Rural",2,3,69,2015,7
"lindirural_rutamba_chilala","lindirural_rutamba",5,"Rural",4,5,83,2016,16
"lindirural_rutamba_kinyope","lindirural_rutamba",3,"Rural",7,20,NA,NA,NA
"lindirural_rutamba_kinyope","lindirural_rutamba",4,"Rural",3,5,69,2015,31
"lindirural_rutamba_makangara","lindirural_rutamba",4,"Rural",3,2,69,2015,4
"lindirural_rutamba_makangara","lindirural_rutamba",5,"Rural",1,2,83,2016,12
"lindirural_rutamba_michee","lindirural_rutamba",4,"Rural",2,2,69,2015,6
"lindirural_rutamba_ruhoma","lindirural_rutamba",4,"Rural",2,2,69,2015,7
"lindirural_rutamba_ruhoma","lindirural_rutamba",5,"Rural",0,6,NA,NA,NA
"lindirural_rutamba_rutambayasasa","lindirural_rutamba",3,"Rural",2,0,NA,NA,NA
"lindirural_rutamba_rutambayasasa","lindirural_rutamba",4,"Rural",0,2,69,2015,3
"lindirural_rutamba_rutambayasasa","lindirural_rutamba",5,"Rural",2,3,83,2016,11
"lindirural_rutamba_rutambayazamani","lindirural_rutamba",3,"Rural",7,2,NA,NA,NA
"lindirural_rutamba_rutambayazamani","lindirural_rutamba",4,"Rural",3,5,69,2015,16
"lindirural_rutamba_rutambayazamani","lindirural_rutamba",5,"Rural",1,5,83,2016,15
"lindirural_sudi_kilimani","lindirural_sudi",3,"Rural",4,3,NA,NA,NA
"lindirural_sudi_kilimani","lindirural_sudi",4,"Rural",6,2,69,2015,24
"lindirural_sudi_kilimani","lindirural_sudi",5,"Rural",2,1,83,2016,28
"lindirural_sudi_madangwa","lindirural_sudi",4,"Rural",2,0,69,2015,7
"lindirural_sudi_madangwa","lindirural_sudi",5,"Rural",1,1,83,2016,14
"lindirural_sudi_mtegu","lindirural_sudi",3,"Rural",3,7,54,2014,11
"lindirural_sudi_mtegu","lindirural_sudi",4,"Rural",3,2,69,2015,7
"lindirural_sudi_mtegu","lindirural_sudi",5,"Rural",3,0,83,2016,18
"lindirural_sudi_sudi","lindirural_sudi",5,"Rural",0,0,NA,NA,NA
"lindiurban_chikonji_chikonji","lindiurban_chikonji",3,"Urban",3,5,54,2014,3
"lindiurban_chikonji_chikonji","lindiurban_chikonji",5,"Urban",4,2,83,2016,22
"lindiurban_chikonji_chikonjikaskazini","lindiurban_chikonji",5,"Urban",0,0,NA,NA,NA
"lindiurban_chikonji_jangwani","lindiurban_chikonji",4,"Urban",8,1,69,2015,22
"lindiurban_chikonji_jangwani","lindiurban_chikonji",5,"Urban",0,0,83,2016,16
"lindiurban_chikonji_nanyanje","lindiurban_chikonji",5,"Urban",0,0,83,2016,21
"lindiurban_jamhuri_kiduni","lindiurban_jamhuri",3,"Urban",9,3,54,2014,24
"lindiurban_jamhuri_kiduni","lindiurban_jamhuri",4,"Urban",3,1,69,2015,30
"lindiurban_jamhuri_kiduni","lindiurban_jamhuri",5,"Urban",0,0,83,2016,9
"lindiurban_jamhuri_mitumbati","lindiurban_jamhuri",3,"Urban",9,2,54,2014,16
"lindiurban_jamhuri_mlandege","lindiurban_jamhuri",3,"Urban",6,0,54,2014,19
"lindiurban_jamhuri_mtange","lindiurban_jamhuri",3,"Urban",3,0,54,2014,13
"lindiurban_jamhuri_mtange","lindiurban_jamhuri",5,"Urban",0,0,83,2016,6
"lindiurban_jamhuri_tankini","lindiurban_jamhuri",3,"Urban",3,1,54,2014,7
"lindiurban_jamhuri_tankini","lindiurban_jamhuri",4,"Urban",6,0,69,2015,6
"lindiurban_jamhuri_tulieni","lindiurban_jamhuri",3,"Urban",6,2,54,2014,21
"lindiurban_makonde_amani","lindiurban_makonde",4,"Urban",1,1,69,2015,2
"lindiurban_makonde_shekhebadi","lindiurban_makonde",3,"Urban",0,1,NA,NA,NA
"lindiurban_makonde_shekhebadi","lindiurban_makonde",5,"Urban",0,0,NA,NA,NA
"lindiurban_matopeni_kawawa","lindiurban_matopeni",5,"Urban",0,0,NA,NA,NA
"lindiurban_matopeni_mtulenib","lindiurban_matopeni",3,"Urban",0,2,54,2014,6
"lindiurban_matopeni_mtulenib","lindiurban_matopeni",4,"Urban",8,3,69,2015,1
"lindiurban_mbanja_kikwetu","lindiurban_mbanja",5,"Urban",0,0,83,2016,23
"lindiurban_mbanja_likongo","lindiurban_mbanja",3,"Urban",6,3,54,2014,20
"lindiurban_mbanja_likongo","lindiurban_mbanja",5,"Urban",0,0,83,2016,22
"lindiurban_mbanja_mbanja","lindiurban_mbanja",4,"Urban",16,18,69,2015,26
"lindiurban_mbanja_mbanja","lindiurban_mbanja",5,"Urban",1,1,83,2016,17
"lindiurban_mikumbi_mikumbimagharibi","lindiurban_mikumbi",4,"Urban",1,1,NA,NA,NA
"lindiurban_mikumbi_mikumbimagharibi","lindiurban_mikumbi",5,"Urban",0,0,NA,NA,NA
"lindiurban_mikumbi_uganda","lindiurban_mikumbi",3,"Urban",0,0,54,2014,5
"lindiurban_mikumbi_uganda","lindiurban_mikumbi",5,"Urban",1,3,83,2016,4
"lindiurban_mingoyo_mawasiliano","lindiurban_mingoyo",3,"Urban",7,8,54,2014,14
"lindiurban_mingoyo_mawasiliano","lindiurban_mingoyo",4,"Urban",14,3,69,2015,63
"lindiurban_mingoyo_mawasiliano","lindiurban_mingoyo",5,"Urban",0,0,83,2016,33
"lindiurban_mingoyo_mingoyo","lindiurban_mingoyo",3,"Urban",2,1,54,2014,9
"lindiurban_mingoyo_mingoyo","lindiurban_mingoyo",4,"Urban",3,3,69,2015,10
"lindiurban_mingoyo_mingoyo","lindiurban_mingoyo",5,"Urban",0,0,NA,NA,NA
"lindiurban_mingoyo_mkwaya","lindiurban_mingoyo",3,"Urban",6,22,54,2014,14
"lindiurban_mingoyo_mkwaya","lindiurban_mingoyo",4,"Urban",14,5,69,2015,8
"lindiurban_mingoyo_mnazimmoja","lindiurban_mingoyo",3,"Urban",10,5,54,2014,27
"lindiurban_mingoyo_mnazimmoja","lindiurban_mingoyo",4,"Urban",29,8,69,2015,16
"lindiurban_mingoyo_mnazimmoja","lindiurban_mingoyo",5,"Urban",0,0,83,2016,9
"lindiurban_mingoyo_ruaha","lindiurban_mingoyo",3,"Urban",9,23,54,2014,18
"lindiurban_mingoyo_ruaha","lindiurban_mingoyo",5,"Urban",0,0,83,2016,37
"lindiurban_mitandi_idahoti","lindiurban_mitandi",5,"Urban",0,0,NA,NA,NA
"lindiurban_mitandi_jafupembe","lindiurban_mitandi",3,"Urban",0,1,54,2014,3
"lindiurban_mitandi_jafupembe","lindiurban_mitandi",4,"Urban",0,0,69,2015,2
"lindiurban_mitandi_maisara","lindiurban_mitandi",4,"Urban",0,0,NA,NA,NA
"lindiurban_mitandi_maisara","lindiurban_mitandi",5,"Urban",0,0,NA,NA,NA
"lindiurban_mitandi_manispaa","lindiurban_mitandi",4,"Urban",1,1,NA,NA,NA
"lindiurban_mitandi_manispaa","lindiurban_mitandi",5,"Urban",0,0,NA,NA,NA
"lindiurban_mitandi_mnubi","lindiurban_mitandi",5,"Urban",0,0,NA,NA,NA
"lindiurban_mitandi_navetaveta","lindiurban_mitandi",4,"Urban",0,0,NA,NA,NA
"lindiurban_mitandi_navetaveta","lindiurban_mitandi",5,"Urban",0,0,NA,NA,NA
"lindiurban_msinjahili_kitunda","lindiurban_msinjahili",3,"Urban",16,2,54,2014,25
"lindiurban_msinjahili_msonobarijuu","lindiurban_msinjahili",4,"Urban",8,0,69,2015,7
"lindiurban_mtanda_mchochoro","lindiurban_mtanda",3,"Urban",6,1,54,2014,34
"lindiurban_mtanda_mtandachini","lindiurban_mtanda",4,"Urban",3,2,69,2015,28
"lindiurban_mtanda_mtandajuu","lindiurban_mtanda",4,"Urban",5,0,69,2015,38
"lindiurban_mtanda_mtandajuu","lindiurban_mtanda",5,"Urban",2,0,83,2016,42
"lindiurban_mtanda_mukule","lindiurban_mtanda",3,"Urban",2,1,54,2014,29
"lindiurban_mtanda_mukule","lindiurban_mtanda",4,"Urban",9,2,69,2015,6
"lindiurban_mtanda_nanembo","lindiurban_mtanda",3,"Urban",7,0,54,2014,18
"lindiurban_mtanda_nanembo","lindiurban_mtanda",5,"Urban",4,2,83,2016,35
"lindiurban_mwenge_kilimahewa","lindiurban_mwenge",3,"Urban",0,2,NA,NA,NA
"lindiurban_mwenge_magogoni","lindiurban_mwenge",4,"Urban",13,11,69,2015,3
"lindiurban_mwenge_magogoni","lindiurban_mwenge",5,"Urban",4,6,83,2016,5
"lindiurban_mwenge_nationalhousing","lindiurban_mwenge",5,"Urban",2,1,83,2016,3
"lindiurban_nachingwea_mpilipilikusini","lindiurban_nachingwea",5,"Urban",0,0,NA,NA,NA
"lindiurban_nachingwea_nachingwea","lindiurban_nachingwea",3,"Urban",6,3,54,2014,34
"lindiurban_nachingwea_nachingwea","lindiurban_nachingwea",4,"Urban",16,7,69,2015,24
"lindiurban_nachingwea_nachingwea","lindiurban_nachingwea",5,"Urban",1,1,83,2016,13
"lindiurban_ndoro_ndorokaskazini","lindiurban_ndoro",5,"Urban",0,0,NA,NA,NA
"lindiurban_ngapa_mbuyuni","lindiurban_ngapa",3,"Urban",8,0,54,2014,48
"lindiurban_ngapa_mbuyuni","lindiurban_ngapa",4,"Urban",25,8,69,2015,66
"lindiurban_ngapa_ngapangapa","lindiurban_ngapa",3,"Urban",12,10,54,2014,41
"lindiurban_rahaleo_majengo","lindiurban_rahaleo",5,"Urban",0,0,NA,NA,NA
"lindiurban_rahaleo_mchingaroad","lindiurban_rahaleo",5,"Urban",0,0,NA,NA,NA
"lindiurban_rahaleo_rahaleo","lindiurban_rahaleo",5,"Urban",0,0,83,2016,1
"lindiurban_rahaleo_ufukweni","lindiurban_rahaleo",5,"Urban",0,0,NA,NA,NA
"lindiurban_rasbura_kariakoo","lindiurban_rasbura",4,"Urban",13,5,69,2015,8
"lindiurban_rasbura_kariakoo","lindiurban_rasbura",5,"Urban",3,1,83,2016,4
"lindiurban_rasbura_likotwa","lindiurban_rasbura",3,"Urban",11,3,54,2014,19
"lindiurban_rasbura_likotwa","lindiurban_rasbura",5,"Urban",0,0,NA,NA,NA
"lindiurban_rasbura_mabano","lindiurban_rasbura",5,"Urban",0,0,NA,NA,NA
"lindiurban_rasbura_mitema","lindiurban_rasbura",5,"Urban",0,0,83,2016,63
"lindiurban_rasbura_mitwero","lindiurban_rasbura",5,"Urban",0,1,83,2016,21
"lindiurban_tandangongoro_nandambi","lindiurban_tandangongoro",3,"Urban",12,2,54,2014,14
"lindiurban_tandangongoro_nandambi","lindiurban_tandangongoro",4,"Urban",5,2,69,2015,8
"lindiurban_tandangongoro_narunyu","lindiurban_tandangongoro",3,"Urban",5,0,54,2014,16
"lindiurban_tandangongoro_narunyu","lindiurban_tandangongoro",5,"Urban",5,3,83,2016,17
"lindiurban_tandangongoro_tandangongoro","lindiurban_tandangongoro",3,"Urban",18,3,54,2014,25
"lindiurban_tandangongoro_tandangongoro","lindiurban_tandangongoro",4,"Urban",6,2,69,2015,26
"lindiurban_wailes_angaza","lindiurban_wailes",3,"Urban",2,4,54,2014,11
"liwale_barikiwa_barikiwa","liwale_barikiwa",3,"Rural",2,8,55,2014,18
"liwale_barikiwa_barikiwa","liwale_barikiwa",4,"Rural",2,0,69,2015,7
"liwale_barikiwa_barikiwa","liwale_barikiwa",5,"Rural",8,2,83,2016,12
"liwale_barikiwa_chimbuko","liwale_barikiwa",3,"Rural",1,5,55,2014,6
"liwale_barikiwa_chimbuko","liwale_barikiwa",4,"Rural",2,0,69,2015,4
"liwale_barikiwa_chimbuko","liwale_barikiwa",5,"Rural",0,3,83,2016,6
"liwale_barikiwa_ndunyungu","liwale_barikiwa",3,"Rural",2,4,55,2014,21
"liwale_barikiwa_ndunyungu","liwale_barikiwa",4,"Rural",2,1,69,2015,13
"liwale_barikiwa_ndunyungu","liwale_barikiwa",5,"Rural",3,1,83,2016,7
"liwale_kiangara_kiangara","liwale_kiangara",3,"Rural",10,4,55,2014,4
"liwale_kiangara_kiangara","liwale_kiangara",4,"Rural",6,2,69,2015,9
"liwale_kiangara_kiangara","liwale_kiangara",5,"Rural",17,8,83,2016,20
"liwale_kiangara_kitogoro","liwale_kiangara",3,"Rural",7,12,55,2014,27
"liwale_kiangara_kitogoro","liwale_kiangara",4,"Rural",0,4,69,2015,10
"liwale_kiangara_litoo","liwale_kiangara",3,"Rural",8,0,NA,NA,NA
"liwale_kiangara_litoo","liwale_kiangara",4,"Rural",3,3,69,2015,16
"liwale_kiangara_mtawatawa","liwale_kiangara",3,"Rural",2,2,55,2014,6
"liwale_kiangara_mtawatawa","liwale_kiangara",4,"Rural",3,0,69,2015,9
"liwale_kibutuka_kibutuka","liwale_kibutuka",3,"Rural",7,9,55,2014,9
"liwale_kibutuka_kibutuka","liwale_kibutuka",4,"Rural",9,5,69,2015,25
"liwale_kibutuka_kibutuka","liwale_kibutuka",5,"Rural",19,7,83,2016,34
"liwale_kibutuka_ngumbu","liwale_kibutuka",3,"Rural",5,15,55,2014,22
"liwale_kibutuka_ngumbu","liwale_kibutuka",4,"Rural",6,4,69,2015,32
"liwale_kibutuka_ngumbu","liwale_kibutuka",5,"Rural",15,7,83,2016,17
"liwale_kichonda_kichonda","liwale_kichonda",3,"Rural",0,7,55,2014,20
"liwale_kichonda_kichonda","liwale_kichonda",4,"Rural",6,2,69,2015,6
"liwale_kichonda_mbuli","liwale_kichonda",3,"Rural",0,2,55,2014,4
"liwale_kichonda_mbuli","liwale_kichonda",4,"Rural",3,2,69,2015,4
