"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"lindiurban_rasbura_mmongo","Rasbura","Lindi Urban","Lindi",2012-06-27,15
"liwale_barikiwa_barikiwa","Barikiwa","Liwale","Lindi",2012-06-27,17
"liwale_barikiwa_ndunyungu","Barikiwa","Liwale","Lindi",2012-06-27,4
"nachingwea_kilimarondo_nanjihi","Kilima Rondo","Nachingwea","Lindi",2012-06-27,6
"nachingwea_mkoka_narungombe","Mkoka","Nachingwea","Lindi",2012-06-27,31
"nachingwea_mtua_nammanga","Mtua","Nachingwea","Lindi",2012-06-27,66
"nachingwea_naipanga_chiumbatishuleni","Naipanga","Nachingwea","Lindi",2012-06-27,25
"nachingwea_naipanga_chiwindi","Naipanga","Nachingwea","Lindi",2012-06-27,19
"nachingwea_naipanga_naipanga","Naipanga","Nachingwea","Lindi",2012-06-27,18
"nachingwea_naipanga_rahaleo","Naipanga","Nachingwea","Lindi",2012-06-27,18
"nachingwea_naipingo_mchonda","Naipingo","Nachingwea","Lindi",2012-06-27,54
"nachingwea_naipingo_namatumbusi","Naipingo","Nachingwea","Lindi",2012-06-27,57
"nachingwea_ndomoni_ndomoni","Ndomoni","Nachingwea","Lindi",2012-06-27,17
"ruangwa_chibula_chibula","Chibula","Ruangwa","Lindi",2012-06-27,10
"ruangwa_chienjele_njiechele","Chienjele","Ruangwa","Lindi",2012-06-27,35
"ruangwa_likunja_mtimboruangwa","Likunja","Ruangwa","Lindi",2012-06-27,21
"ruangwa_luchelegwa_ipingo","Luchelegwa","Ruangwa","Lindi",2012-06-27,9
"ruangwa_makanjiro_chikoko","Makanjiro","Ruangwa","Lindi",2012-06-27,9
"ruangwa_malolo_mchengaa","Malolo","Ruangwa","Lindi",2012-06-27,22
"ruangwa_malolo_mtawilile","Malolo","Ruangwa","Lindi",2012-06-27,2
"ruangwa_mandarawe_nachinyimba","Mandarawe","Ruangwa","Lindi",2012-06-27,11
"ruangwa_mandawa_nahanga","Mandawa","Ruangwa","Lindi",2012-06-27,13
"ruangwa_nambilanje_mkaranga","Nambilanje","Ruangwa","Lindi",2012-06-27,21
"masasi_mkululu_mkululu","Mkululu","Masasi","Mtwara",2012-06-27,148
"masasitownshipauthority_mtandi_mtandia","Mtandi","Masasi Township Authority","Mtwara",2012-06-27,120
"mtwararural_dihimba_dihimba","Dihimba","Mtwara Rural","Mtwara",2012-06-27,9
"mtwararural_dihimba_mpondomo","Dihimba","Mtwara Rural","Mtwara",2012-06-27,4
"mtwararural_kiromba_kiromba","Kiromba","Mtwara Rural","Mtwara",2012-06-27,8
"mtwararural_kiromba_misufini","Kiromba","Mtwara Rural","Mtwara",2012-06-27,1
"mtwararural_mahurunga_kihimika","Mahurunga","Mtwara Rural","Mtwara",2012-06-27,6
"mtwararural_mahurunga_kitunguli","Mahurunga","Mtwara Rural","Mtwara",2012-06-27,5
"mtwararural_mahurunga_mahurunga","Mahurunga","Mtwara Rural","Mtwara",2012-06-27,13
"mtwararural_mbawala_mailikumi","Mbawala","Mtwara Rural","Mtwara",2012-06-27,3
"mtwararural_mbawala_mbawala","Mbawala","Mtwara Rural","Mtwara",2012-06-27,12
"mtwararural_mbawala_mduwi","Mbawala","Mtwara Rural","Mtwara",2012-06-27,1
"mtwararural_mbawala_nachenjele","Mbawala","Mtwara Rural","Mtwara",2012-06-27,2
"mtwararural_mbembaleo_mwamko","Mbembaleo","Mtwara Rural","Mtwara",2012-06-27,6
"mtwararural_mbembaleo_mwanganga","Mbembaleo","Mtwara Rural","Mtwara",2012-06-27,8
"mtwararural_mnima_lipwidi","Mnima","Mtwara Rural","Mtwara",2012-06-27,9
"mtwararural_mnima_mangopachanne","Mnima","Mtwara Rural","Mtwara",2012-06-27,5
"mtwararural_nanyamba_chikaya","Nanyamba","Mtwara Rural","Mtwara",2012-06-27,2
"mtwararural_nanyamba_namkuku","Nanyamba","Mtwara Rural","Mtwara",2012-06-27,16
"mtwararural_ndumbwe_changalawe","Ndumbwe","Mtwara Rural","Mtwara",2012-06-27,1
"mtwararural_ndumbwe_ndumbwe","Ndumbwe","Mtwara Rural","Mtwara",2012-06-27,22
"mtwararural_njengwa_majengo","Njengwa","Mtwara Rural","Mtwara",2012-06-27,17
"mtwararural_tangazo_kilambo","Tangazo","Mtwara Rural","Mtwara",2012-06-27,4
"mtwararural_tangazo_mnaida","Tangazo","Mtwara Rural","Mtwara",2012-06-27,3
"mtwararural_tangazo_tangazo","Tangazo","Mtwara Rural","Mtwara",2012-06-27,3
"mtwararural_ziwani_msakala","Ziwani","Mtwara Rural","Mtwara",2012-06-27,21
"mtwararural_ziwani_nambeleketela","Ziwani","Mtwara Rural","Mtwara",2012-06-27,1
"nanyumbu_mikangaula_nahimba","Mikangaula","Nanyumbu","Mtwara",2012-06-27,11
"nanyumbu_mikangaula_nangaramo","Mikangaula","Nanyumbu","Mtwara",2012-06-27,8
"tandahimba_chingungwe_chingungwe","Chingungwe","Tandahimba","Mtwara",2012-06-27,10
"tandahimba_dinduma_dindumabarabarani","Dinduma","Tandahimba","Mtwara",2012-06-27,3
"tandahimba_litehu_mabeti","Litehu","Tandahimba","Mtwara",2012-06-27,24
"tandahimba_litehu_mmeda","Litehu","Tandahimba","Mtwara",2012-06-27,10
"tandahimba_luagala_luagala","Luagala","Tandahimba","Mtwara",2012-06-27,39
"tandahimba_mahuta_mkulungulu","Mahuta","Tandahimba","Mtwara",2012-06-27,19
"tandahimba_maundo_chiumo","Maundo","Tandahimba","Mtwara",2012-06-27,9
"tandahimba_naputa_mwangazashuleni","Naputa","Tandahimba","Mtwara",2012-06-27,3
"tandahimba_tandahimba_madaba","Tandahimba","Tandahimba","Mtwara",2012-06-27,14
"lindirural_kilangala_mnimbila","Kilangala","Lindi Rural","Lindi",2012-06-28,6
"lindirural_kilolambwani_mvulenia","Kilolambwani","Lindi Rural","Lindi",2012-06-28,11
"lindirural_kiwalala_mpembe","Kiwalala","Lindi Rural","Lindi",2012-06-28,13
"lindirural_kiwawa_kiwawa","Kiwawa","Lindi Rural","Lindi",2012-06-28,20
"lindirural_mandwanga_malungo","Mandwanga","Lindi Rural","Lindi",2012-06-28,25
"lindirural_mipingo_mnyangara","Mipingo","Lindi Rural","Lindi",2012-06-28,8
"lindirural_mnolela_namunda","Mnolela","Lindi Rural","Lindi",2012-06-28,28
"lindirural_nahukahuka_nahukahuka","Nahukahuka","Lindi Rural","Lindi",2012-06-28,31
"lindirural_namangale_chiwelele","Namangale","Lindi Rural","Lindi",2012-06-28,17
"lindirural_namangale_namangale","Namangale","Lindi Rural","Lindi",2012-06-28,20
"lindirural_navanga_mongomongo","Navanga","Lindi Rural","Lindi",2012-06-28,12
"lindirural_nyangamara_liputi","Nyangamara","Lindi Rural","Lindi",2012-06-28,21
"lindirural_nyangamara_madingo","Nyangamara","Lindi Rural","Lindi",2012-06-28,19
"lindirural_nyangao_mtakujaii","Nyangao","Lindi Rural","Lindi",2012-06-28,17
"lindirural_pangatena_hingawali","Pangatena","Lindi Rural","Lindi",2012-06-28,27
"lindiurban_jamhuri_tankini","Jamhuri","Lindi Urban","Lindi",2012-06-28,32
"lindiurban_mbanja_kikwetu","Mbanja","Lindi Urban","Lindi",2012-06-28,20
"lindiurban_mingoyo_mnazimmoja","Mingoyo","Lindi Urban","Lindi",2012-06-28,19
"lindiurban_msinjahili_kitumbikwela","Msinjahili","Lindi Urban","Lindi",2012-06-28,7
"lindiurban_mtanda_mchochoro","Mtanda","Lindi Urban","Lindi",2012-06-28,38
"lindiurban_ngapa_ngapangapa","Ng'apa","Lindi Urban","Lindi",2012-06-28,10
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2012-06-28,7
"nachingwea_kiegei_kiegeia","Kiegei","Nachingwea","Lindi",2012-06-28,8
"nachingwea_marambo_litula","Marambo","Nachingwea","Lindi",2012-06-28,6
"nachingwea_marambo_mituguru","Marambo","Nachingwea","Lindi",2012-06-28,44
"nachingwea_mkoka_rweje","Mkoka","Nachingwea","Lindi",2012-06-28,16
"nachingwea_mneromiembeni_mkonjela","Mneromiembeni","Nachingwea","Lindi",2012-06-28,18
"nachingwea_mneromiembeni_mneromiembeni","Mneromiembeni","Nachingwea","Lindi",2012-06-28,9
"nachingwea_mneromiembeni_namkula","Mneromiembeni","Nachingwea","Lindi",2012-06-28,19
"nachingwea_mneromiembeni_ntila","Mneromiembeni","Nachingwea","Lindi",2012-06-28,41
"nachingwea_mpiruka_libea","Mpiruka","Nachingwea","Lindi",2012-06-28,4
"nachingwea_mpiruka_mkumba","Mpiruka","Nachingwea","Lindi",2012-06-28,69
"nachingwea_mpiruka_mpiruka","Mpiruka","Nachingwea","Lindi",2012-06-28,72
"nachingwea_naipingo_kwakamkamba","Naipingo","Nachingwea","Lindi",2012-06-28,48
"nachingwea_ndomoni_mkurupilo","Ndomoni","Nachingwea","Lindi",2012-06-28,14
"ruangwa_chibula_muhuru","Chibula","Ruangwa","Lindi",2012-06-28,3
"ruangwa_chibula_nachikalala","Chibula","Ruangwa","Lindi",2012-06-28,3
"ruangwa_makanjiro_chilangalile","Makanjiro","Ruangwa","Lindi",2012-06-28,5
"ruangwa_malolo_malolo","Malolo","Ruangwa","Lindi",2012-06-28,43
"ruangwa_mandawa_mandawachini","Mandawa","Ruangwa","Lindi",2012-06-28,11
"ruangwa_mnacho_chimbilaa","Mnacho","Ruangwa","Lindi",2012-06-28,22
"ruangwa_nambilanje_mtondo","Nambilanje","Ruangwa","Lindi",2012-06-28,9
"masasi_mkululu_mkundi","Mkululu","Masasi","Mtwara",2012-06-28,172
"masasitownshipauthority_mwengemtapika_mwengemtapika","Mwenge Mtapika","Masasi Township Authority","Mtwara",2012-06-28,68
"mtwararural_dihimba_manamawa","Dihimba","Mtwara Rural","Mtwara",2012-06-28,16
"mtwararural_dihimba_namanjele","Dihimba","Mtwara Rural","Mtwara",2012-06-28,8
"mtwararural_dihimba_njumbuli","Dihimba","Mtwara Rural","Mtwara",2012-06-28,3
"mtwararural_kiyanga_mkahara","Kiyanga","Mtwara Rural","Mtwara",2012-06-28,2
"mtwararural_mbawala_makome","Mbawala","Mtwara Rural","Mtwara",2012-06-28,17
"mtwararural_mbawala_mihembe","Mbawala","Mtwara Rural","Mtwara",2012-06-28,5
"mtwararural_mnima_namahukula","Mnima","Mtwara Rural","Mtwara",2012-06-28,5
"mtwararural_mtiniko_tulia","Mtiniko","Mtwara Rural","Mtwara",2012-06-28,16
"mtwararural_namtumbuka_kilimahewa","Namtumbuka","Mtwara Rural","Mtwara",2012-06-28,19
"mtwararural_namtumbuka_namtumbukashuleni","Namtumbuka","Mtwara Rural","Mtwara",2012-06-28,7
"mtwararural_namtumbuka_namtumbukasokoni","Namtumbuka","Mtwara Rural","Mtwara",2012-06-28,9
"mtwararural_ndumbwe_mbuo","Ndumbwe","Mtwara Rural","Mtwara",2012-06-28,15
"mtwararural_ndumbwe_mnyundo","Ndumbwe","Mtwara Rural","Mtwara",2012-06-28,12
"mtwararural_ndumbwe_mwatehi","Ndumbwe","Mtwara Rural","Mtwara",2012-06-28,2
"mtwararural_nitekela_migombani","Nitekela","Mtwara Rural","Mtwara",2012-06-28,12
"mtwararural_tangazo_mayaya","Tangazo","Mtwara Rural","Mtwara",2012-06-28,2
"mtwararural_tangazo_mnaida","Tangazo","Mtwara Rural","Mtwara",2012-06-28,3
"mtwararural_ziwani_dingwida","Ziwani","Mtwara Rural","Mtwara",2012-06-28,5
"mtwararural_ziwani_moma","Ziwani","Mtwara Rural","Mtwara",2012-06-28,9
"mtwaraurban_jangwani_rwelu","Jangwani","Mtwara Urban","Mtwara",2012-06-28,8
"mtwaraurban_ufukoni_mbae","Ufukoni","Mtwara Urban","Mtwara",2012-06-28,16
"nanyumbu_mikangaula_mikangaula","Mikangaula","Nanyumbu","Mtwara",2012-06-28,19
"nanyumbu_nandete_nandete","Nandete","Nanyumbu","Mtwara",2012-06-28,28
"nanyumbu_nanyumbu_chungu","Nanyumbu","Nanyumbu","Mtwara",2012-06-28,13
"nanyumbu_nanyumbu_maneme","Nanyumbu","Nanyumbu","Mtwara",2012-06-28,3
"tandahimba_luagala_michinji","Luagala","Tandahimba","Mtwara",2012-06-28,16
"tandahimba_mahuta_lidumbwemtoni","Mahuta","Tandahimba","Mtwara",2012-06-28,8
"tandahimba_maundo_namahonga","Maundo","Tandahimba","Mtwara",2012-06-28,3
"tandahimba_mnyawa_maheha","Mnyawa","Tandahimba","Mtwara",2012-06-28,25
"tandahimba_tandahimba_malamba","Tandahimba","Tandahimba","Mtwara",2012-06-28,2
"tandahimba_tandahimba_tandahimba","Tandahimba","Tandahimba","Mtwara",2012-06-28,1
"lindirural_chiponda_ntauna","Chiponda","Lindi Rural","Lindi",2012-06-29,46
"lindirural_kilolambwani_kilolambwani","Kilolambwani","Lindi Rural","Lindi",2012-06-29,10
"lindirural_kiwalala_kiwalala","Kiwalala","Lindi Rural","Lindi",2012-06-29,21
"lindirural_kiwawa_mputwa","Kiwawa","Lindi Rural","Lindi",2012-06-29,11
"lindirural_mandwanga_milamba","Mandwanga","Lindi Rural","Lindi",2012-06-29,3
"lindirural_mipingo_mipingo","Mipingo","Lindi Rural","Lindi",2012-06-29,15
"lindirural_mnara_mtakuja","Mnara","Lindi Rural","Lindi",2012-06-29,16
"lindirural_mnolela_ruhokwe","Mnolela","Lindi Rural","Lindi",2012-06-29,12
"lindirural_namangale_namangaleb","Namangale","Lindi Rural","Lindi",2012-06-29,13
"lindirural_navanga_navanga","Navanga","Lindi Rural","Lindi",2012-06-29,11
"lindirural_nyangamara_utimbe","Nyangamara","Lindi Rural","Lindi",2012-06-29,19
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2012-06-29,6
"lindirural_pangatena_njonjo","Pangatena","Lindi Rural","Lindi",2012-06-29,15
"lindirural_rutamba_kinyope","Rutamba","Lindi Rural","Lindi",2012-06-29,31
"lindirural_rutamba_rutambayazamani","Rutamba","Lindi Rural","Lindi",2012-06-29,19
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2012-06-29,13
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2012-06-29,16
"lindiurban_msinjahili_kitumbikwela","Msinjahili","Lindi Urban","Lindi",2012-06-29,8
"lindiurban_msinjahili_msonobarichini","Msinjahili","Lindi Urban","Lindi",2012-06-29,10
"lindiurban_mtanda_mtandajuu","Mtanda","Lindi Urban","Lindi",2012-06-29,16
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2012-06-29,5
"nachingwea_kiegei_kiegeib","Kiegei","Nachingwea","Lindi",2012-06-29,4
"nachingwea_kiparamnero_kiparamnero","Kipara Mnero","Nachingwea","Lindi",2012-06-29,71
"nachingwea_kiparamnero_mwandila","Kipara Mnero","Nachingwea","Lindi",2012-06-29,15
"nachingwea_mkoka_likwela","Mkoka","Nachingwea","Lindi",2012-06-29,14
"nachingwea_mnerongongo_kimawe","Mnerongongo","Nachingwea","Lindi",2012-06-29,23
"nachingwea_mnerongongo_mnerongongo","Mnerongongo","Nachingwea","Lindi",2012-06-29,74
"nachingwea_mnerongongo_mpute","Mnerongongo","Nachingwea","Lindi",2012-06-29,11
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2012-06-29,12
"ruangwa_chienjele_mibure","Chienjele","Ruangwa","Lindi",2012-06-29,58
"ruangwa_likunja_mitope","Likunja","Ruangwa","Lindi",2012-06-29,13
"ruangwa_makanjiro_mbangara","Makanjiro","Ruangwa","Lindi",2012-06-29,5
"ruangwa_mbekenyera_mbekenyera","Mbekenyera","Ruangwa","Lindi",2012-06-29,20
"ruangwa_nandagala_namahemab","Nandagala","Ruangwa","Lindi",2012-06-29,33
"ruangwa_nanganga_mbecha","Nanganga","Ruangwa","Lindi",2012-06-29,21
"ruangwa_ruangwa_lipande","Ruangwa","Ruangwa","Lindi",2012-06-29,2
"masasi_namalenga_namalenga","Namalenga","Masasi","Mtwara",2012-06-29,89
"masasitownshipauthority_mkomaindo_mkadaendaa","Mkomaindo","Masasi Township Authority","Mtwara",2012-06-29,112
"mtwararural_kitaya_kilombachini","Kitaya","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_kitaya_mayembechini","Kitaya","Mtwara Rural","Mtwara",2012-06-29,4
"mtwararural_mahurunga_kihimika","Mahurunga","Mtwara Rural","Mtwara",2012-06-29,6
"mtwararural_mahurunga_kitunguli","Mahurunga","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_mahurunga_mahurunga","Mahurunga","Mtwara Rural","Mtwara",2012-06-29,13
"mtwararural_mpapura_mabatini","Mpapura","Mtwara Rural","Mtwara",2012-06-29,3
"mtwararural_mpapura_mpapura","Mpapura","Mtwara Rural","Mtwara",2012-06-29,8
"mtwararural_mpapura_utende","Mpapura","Mtwara Rural","Mtwara",2012-06-29,26
"mtwararural_msangamkuu_mkubiru","Msanga Mkuu","Mtwara Rural","Mtwara",2012-06-29,11
"mtwararural_mtiniko_malamba","Mtiniko","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_muungano_lyowa","Muungano","Mtwara Rural","Mtwara",2012-06-29,9
"mtwararural_muungano_muungano","Muungano","Mtwara Rural","Mtwara",2012-06-29,5
"mtwararural_namtumbuka_kiwengulo","Namtumbuka","Mtwara Rural","Mtwara",2012-06-29,19
"mtwararural_namtumbuka_mnongodi","Namtumbuka","Mtwara Rural","Mtwara",2012-06-29,8
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2012-06-29,9
"mtwararural_naumbu_kisiwa","Naumbu","Mtwara Rural","Mtwara",2012-06-29,10
"mtwararural_njengwa_narunga","Njengwa","Mtwara Rural","Mtwara",2012-06-29,7
"mtwararural_njengwa_njengwa","Njengwa","Mtwara Rural","Mtwara",2012-06-29,3
"mtwararural_njengwa_ziwanijuu","Njengwa","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_tangazo_kilambo","Tangazo","Mtwara Rural","Mtwara",2012-06-29,4
"mtwararural_tangazo_tangazo","Tangazo","Mtwara Rural","Mtwara",2012-06-29,3
"mtwaraurban_likombe_mdenga","Likombe","Mtwara Urban","Mtwara",2012-06-29,21
"tandahimba_luagala_kigamboni","Luagala","Tandahimba","Mtwara",2012-06-29,10
"tandahimba_maundo_kunandundu","Maundo","Tandahimba","Mtwara",2012-06-29,2
"lindirural_kitomanga_mkwajuni","Kitomanga","Lindi Rural","Lindi",2012-06-30,136
"lindirural_mandwanga_lindwandwali","Mandwanga","Lindi Rural","Lindi",2012-06-30,18
"lindirural_mandwanga_mandwanga","Mandwanga","Lindi Rural","Lindi",2012-06-30,8
"lindirural_mandwanga_mikongi","Mandwanga","Lindi Rural","Lindi",2012-06-30,22
"lindirural_mchinga_mchanganii","Mchinga","Lindi Rural","Lindi",2012-06-30,9
"lindirural_milola_milolab","Milola","Lindi Rural","Lindi",2012-06-30,54
"lindirural_mnolela_mnolela","Mnolela","Lindi Rural","Lindi",2012-06-30,8
"lindirural_mnolela_zingatia","Mnolela","Lindi Rural","Lindi",2012-06-30,8
"lindirural_nahukahuka_lipome","Nahukahuka","Lindi Rural","Lindi",2012-06-30,13
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2012-06-30,11
"lindirural_nyengedi_luwale","Nyengedi","Lindi Rural","Lindi",2012-06-30,3
"lindirural_pangatena_pangatena","Pangatena","Lindi Rural","Lindi",2012-06-30,13
"lindirural_rutamba_rutambayasasa","Rutamba","Lindi Rural","Lindi",2012-06-30,19
"lindiurban_chikonji_chikonjikaskazini","Chikonji","Lindi Urban","Lindi",2012-06-30,14
"lindiurban_matopeni_matopeni","Matopeni","Lindi Urban","Lindi",2012-06-30,25
"lindiurban_mbanja_likongo","Mbanja","Lindi Urban","Lindi",2012-06-30,7
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2012-06-30,4
"lindiurban_msinjahili_kitunda","Msinjahili","Lindi Urban","Lindi",2012-06-30,14
"lindiurban_mtanda_mtandachini","Mtanda","Lindi Urban","Lindi",2012-06-30,27
"lindiurban_rahaleo_ufukweni","Rahaleo","Lindi Urban","Lindi",2012-06-30,7
"nachingwea_chiola_chingunduli","Chiola","Nachingwea","Lindi",2012-06-30,10
"nachingwea_chiola_chiola","Chiola","Nachingwea","Lindi",2012-06-30,28
"nachingwea_chiola_mtimbo","Chiola","Nachingwea","Lindi",2012-06-30,26
"nachingwea_chiola_namauni","Chiola","Nachingwea","Lindi",2012-06-30,5
"nachingwea_mkotokuyana_mandai","Mkotokuyana","Nachingwea","Lindi",2012-06-30,21
"nachingwea_namapwia_mbute","Namapwia","Nachingwea","Lindi",2012-06-30,25
"nachingwea_namapwia_namapwia","Namapwia","Nachingwea","Lindi",2012-06-30,7
"ruangwa_chienjele_njawale","Chienjele","Ruangwa","Lindi",2012-06-30,24
"ruangwa_mbekenyera_mkutingome","Mbekenyera","Ruangwa","Lindi",2012-06-30,10
"ruangwa_nkowe_nkowe","Nkowe","Ruangwa","Lindi",2012-06-30,52
"masasitownshipauthority_sululu_sululu","Sululu","Masasi Township Authority","Mtwara",2012-06-30,79
"mtwararural_kitaya_kitaya","Kitaya","Mtwara Rural","Mtwara",2012-06-30,8
"mtwararural_kitaya_mayembejuu","Kitaya","Mtwara Rural","Mtwara",2012-06-30,7
"mtwararural_kitaya_mchanje","Kitaya","Mtwara Rural","Mtwara",2012-06-30,3
"mtwararural_kitere_chemchem","Kitere","Mtwara Rural","Mtwara",2012-06-30,7
"mtwararural_kitere_lilido","Kitere","Mtwara Rural","Mtwara",2012-06-30,14
"mtwararural_madimba_madimba","Madimba","Mtwara Rural","Mtwara",2012-06-30,10
"mtwararural_mayanga_kawawa","Mayanga","Mtwara Rural","Mtwara",2012-06-30,40
"mtwararural_milangominne_mkumbwanana","Milango Minne","Mtwara Rural","Mtwara",2012-06-30,9
"mtwararural_milangominne_mnyahi","Milango Minne","Mtwara Rural","Mtwara",2012-06-30,2
"mtwararural_milangominne_mnyawibarabarani","Milango Minne","Mtwara Rural","Mtwara",2012-06-30,4
"mtwararural_mtimbwilimbwi_shaba","Mtimbwilimbwi","Mtwara Rural","Mtwara",2012-06-30,18
"mtwararural_muungano_mkwajuni","Muungano","Mtwara Rural","Mtwara",2012-06-30,1
"mtwararural_muungano_mwembetogwa","Muungano","Mtwara Rural","Mtwara",2012-06-30,5
"mtwararural_nanguruwe_namanyakatabarabara","Nanguruwe","Mtwara Rural","Mtwara",2012-06-30,2
"mtwararural_nanguruwe_namayakatashuleni","Nanguruwe","Mtwara Rural","Mtwara",2012-06-30,1
"mtwararural_njengwa_chiwindi","Njengwa","Mtwara Rural","Mtwara",2012-06-30,7
"mtwararural_njengwa_hinju","Njengwa","Mtwara Rural","Mtwara",2012-06-30,8
"mtwararural_njengwa_nangawanga","Njengwa","Mtwara Rural","Mtwara",2012-06-30,3
"tandahimba_chingungwe_mtenda","Chingungwe","Tandahimba","Mtwara",2012-06-30,14
"tandahimba_dinduma_tandika","Dinduma","Tandahimba","Mtwara",2012-06-30,57
"kisarawe_kiluvya_kiluvyaa","Kiluvya","Kisarawe","Pwani",2012-07-04,34
"kisarawe_kiluvya_mloganzila","Kiluvya","Kisarawe","Pwani",2012-07-06,13
"kisarawe_kibuta_kibuta","Kibuta","Kisarawe","Pwani",2012-07-11,37
"kisarawe_kibuta_masanganya","Kibuta","Kisarawe","Pwani",2012-07-11,12
"kisarawe_kiluvya_tondoroni","Kiluvya","Kisarawe","Pwani",2012-07-11,24
"kisarawe_kisarawe_kisarawe","Kisarawe","Kisarawe","Pwani",2012-07-11,108
"kisarawe_kurui_kidugalo","Kurui","Kisarawe","Pwani",2012-07-11,41
"kisarawe_mafizi_kimalamisale","Mafizi","Kisarawe","Pwani",2012-07-11,79
"kisarawe_mafizi_mafizi","Mafizi","Kisarawe","Pwani",2012-07-11,49
"kisarawe_maneromango_maneromango","Maneromango","Kisarawe","Pwani",2012-07-11,43
"kisarawe_maneromango_maneromangokaskazin","Maneromango","Kisarawe","Pwani",2012-07-11,12
"kisarawe_marui_kihare","Marui","Kisarawe","Pwani",2012-07-11,4
"kisarawe_marui_kisangire","Marui","Kisarawe","Pwani",2012-07-11,12
"kisarawe_marui_titu","Marui","Kisarawe","Pwani",2012-07-11,10
"kisarawe_marumbo_changombe","Marumbo","Kisarawe","Pwani",2012-07-11,10
"kisarawe_marumbo_mfuru","Marumbo","Kisarawe","Pwani",2012-07-11,19
"kisarawe_masaki_kisanga","Masaki","Kisarawe","Pwani",2012-07-11,22
"kisarawe_msanga_msanga","Msanga","Kisarawe","Pwani",2012-07-11,60
"kisarawe_msimbu_kitanga","Msimbu","Kisarawe","Pwani",2012-07-11,5
"kisarawe_msimbu_maguruwe","Msimbu","Kisarawe","Pwani",2012-07-11,23
"kisarawe_mzenga_vilabwa","Mzenga","Kisarawe","Pwani",2012-07-11,24
"kisarawe_vihingo_mihugwe","Vihingo","Kisarawe","Pwani",2012-07-11,26
"kisarawe_cholesamvula_cholesamvula","Cholesamvula","Kisarawe","Pwani",2012-07-12,18
"kisarawe_kibuta_changombeb","Kibuta","Kisarawe","Pwani",2012-07-12,14
"kisarawe_kibuta_mtamba","Kibuta","Kisarawe","Pwani",2012-07-12,12
"kisarawe_kiluvya_kiluvyaa","Kiluvya","Kisarawe","Pwani",2012-07-12,372
"kisarawe_kiluvya_kiluvyab","Kiluvya","Kisarawe","Pwani",2012-07-12,99
"kisarawe_kiluvya_mloganzila","Kiluvya","Kisarawe","Pwani",2012-07-12,91
"kisarawe_kisarawe_kifuru","Kisarawe","Kisarawe","Pwani",2012-07-12,3
"kisarawe_kurui_kurui","Kurui","Kisarawe","Pwani",2012-07-12,9
"kisarawe_kurui_mtakayo","Kurui","Kisarawe","Pwani",2012-07-12,30
"kisarawe_mafizi_gwata","Mafizi","Kisarawe","Pwani",2012-07-12,75
"kisarawe_mafizi_nyani","Mafizi","Kisarawe","Pwani",2012-07-12,31
"kisarawe_maneromango_chale","Maneromango","Kisarawe","Pwani",2012-07-12,8
"kisarawe_maneromango_ngongele","Maneromango","Kisarawe","Pwani",2012-07-12,12
"kisarawe_marui_maruimgwata","Marui","Kisarawe","Pwani",2012-07-12,5
"kisarawe_marumbo_kikwete","Marumbo","Kisarawe","Pwani",2012-07-12,19
"kisarawe_marumbo_marumbo","Marumbo","Kisarawe","Pwani",2012-07-12,5
"kisarawe_msanga_visiga","Msanga","Kisarawe","Pwani",2012-07-12,30
"kisarawe_msimbu_homboza","Msimbu","Kisarawe","Pwani",2012-07-12,38
"kisarawe_msimbu_ruangai","Msimbu","Kisarawe","Pwani",2012-07-12,20
"kisarawe_mzenga_mitengwe","Mzenga","Kisarawe","Pwani",2012-07-12,65
"kisarawe_vihingo_kibwemwenda","Vihingo","Kisarawe","Pwani",2012-07-12,24
"kisarawe_cholesamvula_kwala","Cholesamvula","Kisarawe","Pwani",2012-07-13,14
"kisarawe_cholesamvula_yombolukinga","Cholesamvula","Kisarawe","Pwani",2012-07-13,31
"kisarawe_kibuta_bwama","Kibuta","Kisarawe","Pwani",2012-07-13,20
"kisarawe_kibuta_kauzeni","Kibuta","Kisarawe","Pwani",2012-07-13,14
"kisarawe_kisarawe_kazimzumbwi","Kisarawe","Kisarawe","Pwani",2012-07-13,21
"kisarawe_kurui_zegero","Kurui","Kisarawe","Pwani",2012-07-13,13
"kisarawe_mafizi_gwata","Mafizi","Kisarawe","Pwani",2012-07-13,13
"kisarawe_maneromango_boga","Maneromango","Kisarawe","Pwani",2012-07-13,19
