"Correct_Village","DW","month","year","round","Dogs"
"mtwararural_njengwa_narunga","mtwararural_njengwa",30,2012,2,7
"mtwararural_njengwa_njengwa","mtwararural_njengwa",30,2012,2,3
"mtwararural_njengwa_ziwanijuu","mtwararural_njengwa",30,2012,2,1
"mtwararural_tangazo_kilambo","mtwararural_tangazo",30,2012,2,8
"mtwararural_tangazo_mayaya","mtwararural_tangazo",30,2012,2,2
"mtwararural_tangazo_mnaida","mtwararural_tangazo",30,2012,2,6
"mtwararural_tangazo_tangazo","mtwararural_tangazo",30,2012,2,6
"mtwararural_ziwani_dingwida","mtwararural_ziwani",30,2012,2,5
"mtwararural_ziwani_majengo","mtwararural_ziwani",30,2012,2,11
"mtwararural_ziwani_moma","mtwararural_ziwani",30,2012,2,9
"mtwararural_ziwani_msakala","mtwararural_ziwani",30,2012,2,21
"mtwararural_ziwani_nambeleketela","mtwararural_ziwani",30,2012,2,1
"mtwaraurban_chuno_centre","mtwaraurban_chuno",30,2012,2,17
"mtwaraurban_chuno_ligulaa","mtwaraurban_chuno",30,2012,2,76
"mtwaraurban_jangwani_rwelu","mtwaraurban_jangwani",30,2012,2,8
"mtwaraurban_likombe_mangamba","mtwaraurban_likombe",30,2012,2,34
"mtwaraurban_likombe_mdenga","mtwaraurban_likombe",30,2012,2,21
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",30,2012,2,11
"mtwaraurban_naliendele_mkangala","mtwaraurban_naliendele",30,2012,2,21
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",30,2012,2,59
"mtwaraurban_ufukoni_magomenia","mtwaraurban_ufukoni",30,2012,2,41
"mtwaraurban_ufukoni_mbae","mtwaraurban_ufukoni",30,2012,2,16
"mtwaraurban_ufukoni_ufukonistendi","mtwaraurban_ufukoni",30,2012,2,79
"nachingwea_chiola_chingunduli","nachingwea_chiola",30,2012,2,10
"nachingwea_chiola_chiola","nachingwea_chiola",30,2012,2,28
"nachingwea_chiola_mtimbo","nachingwea_chiola",30,2012,2,26
"nachingwea_chiola_namauni","nachingwea_chiola",30,2012,2,5
"nachingwea_kiegei_kiegeia","nachingwea_kiegei",30,2012,2,8
"nachingwea_kiegei_kiegeib","nachingwea_kiegei",30,2012,2,4
"nachingwea_kilimanihewa_kilimanihewa","nachingwea_kilimanihewa",30,2012,2,24
"nachingwea_kilimanihewa_mazoezi","nachingwea_kilimanihewa",30,2012,2,17
"nachingwea_kilimanihewa_mtepeche","nachingwea_kilimanihewa",30,2012,2,29
"nachingwea_kilimarondo_kilimarondo","nachingwea_kilimarondo",30,2012,2,25
"nachingwea_kilimarondo_namatunu","nachingwea_kilimarondo",30,2012,2,31
"nachingwea_kilimarondo_nanjihi","nachingwea_kilimarondo",30,2012,2,6
"nachingwea_kiparamnero_kiparamnero","nachingwea_kiparamnero",30,2012,2,71
"nachingwea_kiparamnero_mwandila","nachingwea_kiparamnero",30,2012,2,15
"nachingwea_lionja_ilolo","nachingwea_lionja",30,2012,2,3
"nachingwea_lionja_lionjaa","nachingwea_lionja",30,2012,2,39
"nachingwea_lionja_lionjab","nachingwea_lionja",30,2012,2,46
"nachingwea_lionja_lipuyu","nachingwea_lionja",30,2012,2,29
"nachingwea_lionja_ngunichile","nachingwea_lionja",30,2012,2,29
"nachingwea_marambo_ikungu","nachingwea_marambo",30,2012,2,37
"nachingwea_marambo_litula","nachingwea_marambo",30,2012,2,6
"nachingwea_marambo_marambo","nachingwea_marambo",30,2012,2,43
"nachingwea_marambo_mituguru","nachingwea_marambo",30,2012,2,44
"nachingwea_marambo_rupota","nachingwea_marambo",30,2012,2,30
"nachingwea_matekwe_majonanga","nachingwea_matekwe",30,2012,2,31
"nachingwea_matekwe_matekwe","nachingwea_matekwe",30,2012,2,14
"nachingwea_mbondo_chimbendenga","nachingwea_mbondo",30,2012,2,20
"nachingwea_mbondo_mbondo","nachingwea_mbondo",30,2012,2,45
"nachingwea_mbondo_nahimba","nachingwea_mbondo",30,2012,2,10
"nachingwea_mbondo_nakalonji","nachingwea_mbondo",30,2012,2,3
"nachingwea_mkoka_likwela","nachingwea_mkoka",30,2012,2,14
"nachingwea_mkoka_mkoka","nachingwea_mkoka",30,2012,2,27
"nachingwea_mkoka_nandile","nachingwea_mkoka",30,2012,2,13
"nachingwea_mkoka_narungombe","nachingwea_mkoka",30,2012,2,31
"nachingwea_mkoka_rweje","nachingwea_mkoka",30,2012,2,16
"nachingwea_mkotokuyana_mandai","nachingwea_mkotokuyana",30,2012,2,21
"nachingwea_mneromiembeni_mkonjela","nachingwea_mneromiembeni",30,2012,2,18
"nachingwea_mneromiembeni_mneromiembeni","nachingwea_mneromiembeni",30,2012,2,9
"nachingwea_mneromiembeni_namkula","nachingwea_mneromiembeni",30,2012,2,19
"nachingwea_mneromiembeni_ntila","nachingwea_mneromiembeni",30,2012,2,41
"nachingwea_mnerongongo_kimawe","nachingwea_mnerongongo",30,2012,2,23
"nachingwea_mnerongongo_mnerongongo","nachingwea_mnerongongo",30,2012,2,74
"nachingwea_mnerongongo_mpute","nachingwea_mnerongongo",30,2012,2,11
"nachingwea_mpiruka_libea","nachingwea_mpiruka",30,2012,2,4
"nachingwea_mpiruka_mkumba","nachingwea_mpiruka",30,2012,2,69
"nachingwea_mpiruka_mpiruka","nachingwea_mpiruka",30,2012,2,72
"nachingwea_mtua_kiparamtua","nachingwea_mtua",30,2012,2,64
"nachingwea_mtua_mtua","nachingwea_mtua",30,2012,2,83
"nachingwea_mtua_nalengwe","nachingwea_mtua",30,2012,2,41
"nachingwea_mtua_nammanga","nachingwea_mtua",30,2012,2,66
"nachingwea_naipanga_chiumbatishuleni","nachingwea_naipanga",30,2012,2,25
"nachingwea_naipanga_chiwindi","nachingwea_naipanga",30,2012,2,19
"nachingwea_naipanga_naipanga","nachingwea_naipanga",30,2012,2,18
"nachingwea_naipanga_rahaleo","nachingwea_naipanga",30,2012,2,18
"nachingwea_naipingo_kihuwe","nachingwea_naipingo",30,2012,2,19
"nachingwea_naipingo_kwakamkamba","nachingwea_naipingo",30,2012,2,48
"nachingwea_naipingo_mchangani","nachingwea_naipingo",30,2012,2,60
"nachingwea_naipingo_mchonda","nachingwea_naipingo",30,2012,2,54
"nachingwea_naipingo_mkukwe","nachingwea_naipingo",30,2012,2,12
"nachingwea_naipingo_naipingo","nachingwea_naipingo",30,2012,2,75
"nachingwea_naipingo_namatumbusi","nachingwea_naipingo",30,2012,2,57
"nachingwea_naipingo_nangondo","nachingwea_naipingo",30,2012,2,25
"nachingwea_namapwia_likongowele","nachingwea_namapwia",30,2012,2,25
"nachingwea_namapwia_mbute","nachingwea_namapwia",30,2012,2,25
"nachingwea_namapwia_namapwia","nachingwea_namapwia",30,2012,2,7
"nachingwea_nambambo_nachingwea","nachingwea_nambambo",30,2012,2,55
"nachingwea_nambambo_ugawaji","nachingwea_nambambo",30,2012,2,65
"nachingwea_namikango_namikangoa","nachingwea_namikango",30,2012,2,22
"nachingwea_namikango_namikangob","nachingwea_namikango",30,2012,2,9
"nachingwea_namikango_nangunde","nachingwea_namikango",30,2012,2,67
"nachingwea_nangowe_matankini","nachingwea_nangowe",30,2012,2,3
"nachingwea_nangowe_maziwa","nachingwea_nangowe",30,2012,2,18
"nachingwea_nangowe_mitumbati","nachingwea_nangowe",30,2012,2,71
"nachingwea_nangowe_mwenge","nachingwea_nangowe",30,2012,2,34
"nachingwea_nangowe_nangowe","nachingwea_nangowe",30,2012,2,23
"nachingwea_nditi_namanja","nachingwea_nditi",30,2012,2,12
"nachingwea_nditi_nditi","nachingwea_nditi",30,2012,2,26
"nachingwea_nditi_ngangambo","nachingwea_nditi",30,2012,2,58
"nachingwea_nditi_nyambia","nachingwea_nditi",30,2012,2,13
"nachingwea_nditi_nyambib","nachingwea_nditi",30,2012,2,14
"nachingwea_ndomoni_mkurupilo","nachingwea_ndomoni",30,2012,2,14
"nachingwea_ndomoni_ndomoni","nachingwea_ndomoni",30,2012,2,17
"nachingwea_ruponda_mandawa","nachingwea_ruponda",30,2012,2,35
"nachingwea_ruponda_mibondo","nachingwea_ruponda",30,2012,2,8
"nachingwea_ruponda_mwananyamala","nachingwea_ruponda",30,2012,2,58
"nachingwea_ruponda_nammanga","nachingwea_ruponda",30,2012,2,50
"nachingwea_ruponda_ruponda","nachingwea_ruponda",30,2012,2,52
"nachingwea_stesheni_chemchem","nachingwea_stesheni",30,2012,2,15
"nachingwea_stesheni_chiumbatimiembeni","nachingwea_stesheni",30,2012,2,25
"nachingwea_stesheni_stesheni","nachingwea_stesheni",30,2012,2,39
"nanyumbu_likokona_likokona","nanyumbu_likokona",30,2012,2,30
"nanyumbu_likokona_makongondela","nanyumbu_likokona",30,2012,2,15
"nanyumbu_likokona_michiga","nanyumbu_likokona",30,2012,2,6
"nanyumbu_likokona_misawaji","nanyumbu_likokona",30,2012,2,1
"nanyumbu_likokona_msinyasi","nanyumbu_likokona",30,2012,2,17
"nanyumbu_likokona_namaka","nanyumbu_likokona",30,2012,2,4
"nanyumbu_likokona_pachani","nanyumbu_likokona",30,2012,2,12
"nanyumbu_lumesule_changwale","nanyumbu_lumesule",30,2012,2,2
"nanyumbu_lumesule_chigweje","nanyumbu_lumesule",30,2012,2,3
"nanyumbu_lumesule_lumesule","nanyumbu_lumesule",30,2012,2,22
"nanyumbu_lumesule_mchenjeuka","nanyumbu_lumesule",30,2012,2,4
"nanyumbu_lumesule_nandembo","nanyumbu_lumesule",30,2012,2,6
"nanyumbu_maratani_malema","nanyumbu_maratani",30,2012,2,8
"nanyumbu_maratani_maratani","nanyumbu_maratani",30,2012,2,22
"nanyumbu_maratani_mchangani","nanyumbu_maratani",30,2012,2,13
"nanyumbu_masuguru_lukula","nanyumbu_masuguru",30,2012,2,72
"nanyumbu_masuguru_masuguru","nanyumbu_masuguru",30,2012,2,20
"nanyumbu_mikangaula_changombe","nanyumbu_mikangaula",30,2012,2,6
"nanyumbu_mikangaula_kamundi","nanyumbu_mikangaula",30,2012,2,21
"nanyumbu_mikangaula_lowasa","nanyumbu_mikangaula",30,2012,2,14
"nanyumbu_mikangaula_mikangaula","nanyumbu_mikangaula",30,2012,2,19
"nanyumbu_mikangaula_nahimba","nanyumbu_mikangaula",30,2012,2,11
"nanyumbu_mikangaula_nangaramo","nanyumbu_mikangaula",30,2012,2,8
"nanyumbu_mkonona_chilunda","nanyumbu_mkonona",30,2012,2,26
"nanyumbu_mkonona_marumba","nanyumbu_mkonona",30,2012,2,34
"nanyumbu_mkonona_mitumbati","nanyumbu_mkonona",30,2012,2,34
"nanyumbu_mkonona_njisa","nanyumbu_mkonona",30,2012,2,11
"nanyumbu_mnanje_mikuva","nanyumbu_mnanje",30,2012,2,5
"nanyumbu_mnanje_mnanjea","nanyumbu_mnanje",30,2012,2,5
"nanyumbu_mnanje_mnanjeb","nanyumbu_mnanje",30,2012,2,7
"nanyumbu_nandete_mtalikachau","nanyumbu_nandete",30,2012,2,15
"nanyumbu_nandete_nandete","nanyumbu_nandete",30,2012,2,28
"nanyumbu_nandete_ulanga","nanyumbu_nandete",30,2012,2,8
"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu",30,2012,2,14
"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu",30,2012,2,13
"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu",30,2012,2,19
"nanyumbu_nanyumbu_maneme","nanyumbu_nanyumbu",30,2012,2,3
"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu",30,2012,2,41
"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu",30,2012,2,18
"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu",30,2012,2,14
"nanyumbu_napacho_chimika","nanyumbu_napacho",30,2012,2,8
"nanyumbu_napacho_kazamoyo","nanyumbu_napacho",30,2012,2,13
"nanyumbu_napacho_mburusa","nanyumbu_napacho",30,2012,2,40
"nanyumbu_napacho_nakopi","nanyumbu_napacho",30,2012,2,23
"nanyumbu_sengenya_sengenya","nanyumbu_sengenya",30,2012,2,31
"ruangwa_chibula_chibula","ruangwa_chibula",30,2012,2,10
"ruangwa_chibula_muhuru","ruangwa_chibula",30,2012,2,3
"ruangwa_chibula_nachikalala","ruangwa_chibula",30,2012,2,3
"ruangwa_chibula_namihenje","ruangwa_chibula",30,2012,2,5
"ruangwa_chienjele_mibure","ruangwa_chienjele",30,2012,2,58
"ruangwa_chienjele_ngimbwa","ruangwa_chienjele",30,2012,2,7
"ruangwa_chienjele_njawale","ruangwa_chienjele",30,2012,2,24
"ruangwa_chienjele_njiechele","ruangwa_chienjele",30,2012,2,35
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",30,2012,2,20
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",30,2012,2,23
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",30,2012,2,6
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",30,2012,2,28
"ruangwa_chinongwe_litama","ruangwa_chinongwe",30,2012,2,13
"ruangwa_likunja_kitandi","ruangwa_likunja",30,2012,2,57
"ruangwa_likunja_likunja","ruangwa_likunja",30,2012,2,8
"ruangwa_likunja_mitope","ruangwa_likunja",30,2012,2,13
"ruangwa_likunja_mpara","ruangwa_likunja",30,2012,2,18
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",30,2012,2,21
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",30,2012,2,9
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",30,2012,2,19
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",30,2012,2,12
"ruangwa_makanjiro_chikoko","ruangwa_makanjiro",30,2012,2,9
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",30,2012,2,5
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",30,2012,2,13
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",30,2012,2,12
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",30,2012,2,5
"ruangwa_malolo_malolo","ruangwa_malolo",30,2012,2,43
"ruangwa_malolo_mchengaa","ruangwa_malolo",30,2012,2,22
"ruangwa_malolo_mtawilile","ruangwa_malolo",30,2012,2,2
"ruangwa_malolo_nangumbua","ruangwa_malolo",30,2012,2,19
"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe",30,2012,2,11
"ruangwa_mandarawe_nandenje","ruangwa_mandarawe",30,2012,2,16
"ruangwa_mandawa_mandawachini","ruangwa_mandawa",30,2012,2,11
"ruangwa_mandawa_mchichili","ruangwa_mandawa",30,2012,2,9
"ruangwa_mandawa_nahanga","ruangwa_mandawa",30,2012,2,13
"ruangwa_matambarale_nandandara","ruangwa_matambarale",30,2012,2,18
"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera",30,2012,2,15
"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera",30,2012,2,20
"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera",30,2012,2,10
"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera",30,2012,2,5
"ruangwa_mnacho_chimbilaa","ruangwa_mnacho",30,2012,2,22
"ruangwa_mnacho_chimbilab","ruangwa_mnacho",30,2012,2,21
"ruangwa_mnacho_manokwe","ruangwa_mnacho",30,2012,2,5
"ruangwa_mnacho_ngau","ruangwa_mnacho",30,2012,2,120
"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje",30,2012,2,21
"ruangwa_nambilanje_mtondo","ruangwa_nambilanje",30,2012,2,9
"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje",30,2012,2,11
"ruangwa_namichiga_namichigab","ruangwa_namichiga",30,2012,2,22
"ruangwa_namichiga_namkonjera","ruangwa_namichiga",30,2012,2,13
"ruangwa_nandagala_namahemaa","ruangwa_nandagala",30,2012,2,13
"ruangwa_nandagala_namahemab","ruangwa_nandagala",30,2012,2,33
"ruangwa_nandagala_nandagalaa","ruangwa_nandagala",30,2012,2,14
"ruangwa_nandagala_nandagalab","ruangwa_nandagala",30,2012,2,9
"ruangwa_nanganga_mbecha","ruangwa_nanganga",30,2012,2,21
"ruangwa_nanganga_mtakuja","ruangwa_nanganga",30,2012,2,27
"ruangwa_nanganga_nanganga","ruangwa_nanganga",30,2012,2,15
"ruangwa_narungombe_liuguru","ruangwa_narungombe",30,2012,2,17
"ruangwa_nkowe_kipindimbi","ruangwa_nkowe",30,2012,2,15
"ruangwa_nkowe_mpumbe","ruangwa_nkowe",30,2012,2,2
"ruangwa_nkowe_nkowe","ruangwa_nkowe",30,2012,2,52
"ruangwa_ruangwa_likangara","ruangwa_ruangwa",30,2012,2,7
"ruangwa_ruangwa_lipande","ruangwa_ruangwa",30,2012,2,2
"ruangwa_ruangwa_mchangani","ruangwa_ruangwa",30,2012,2,13
"rufiji_chumbi_chumbia","rufiji_chumbi",30,2012,2,59
"rufiji_chumbi_chumbib","rufiji_chumbi",30,2012,2,58
"rufiji_chumbi_chumbic","rufiji_chumbi",30,2012,2,28
"rufiji_chumbi_kiwanga","rufiji_chumbi",30,2012,2,10
"rufiji_chumbi_mohoro","rufiji_chumbi",30,2012,2,44
"rufiji_mbuchi_mbuchi","rufiji_mbuchi",30,2012,2,25
"rufiji_mbuchi_mbweramagharibi","rufiji_mbuchi",30,2012,2,17
"rufiji_mbuchi_mbweramashariki","rufiji_mbuchi",30,2012,2,13
"rufiji_mtunda_muyuyu","rufiji_mtunda",30,2012,2,51
"rufiji_ngorongo_kilimanimagharibi","rufiji_ngorongo",30,2012,2,65
"rufiji_utete_kitundu","rufiji_utete",30,2012,2,3
"rufiji_utete_kiwili","rufiji_utete",30,2012,2,4
"rufiji_utete_siasa","rufiji_utete",30,2012,2,87
"tandahimba_chingungwe_chikunda","tandahimba_chingungwe",30,2012,2,17
"tandahimba_chingungwe_chingungwe","tandahimba_chingungwe",30,2012,2,10
"tandahimba_chingungwe_mtenda","tandahimba_chingungwe",30,2012,2,14
"tandahimba_dinduma_dindumabarabarani","tandahimba_dinduma",30,2012,2,3
"tandahimba_dinduma_nanyuwila","tandahimba_dinduma",30,2012,2,6
"tandahimba_dinduma_tandika","tandahimba_dinduma",30,2012,2,57
"tandahimba_kwanyama_mitumbati","tandahimba_kwanyama",30,2012,2,2
"tandahimba_litehu_mabeti","tandahimba_litehu",30,2012,2,24
"tandahimba_litehu_mmeda","tandahimba_litehu",30,2012,2,10
"tandahimba_luagala_kigamboni","tandahimba_luagala",30,2012,2,36
"tandahimba_luagala_luagala","tandahimba_luagala",30,2012,2,59
"tandahimba_luagala_michinji","tandahimba_luagala",30,2012,2,30
"tandahimba_luagala_mkolachini","tandahimba_luagala",30,2012,2,38
"tandahimba_mahuta_lidumbwemtoni","tandahimba_mahuta",30,2012,2,8
"tandahimba_mahuta_mkulungulu","tandahimba_mahuta",30,2012,2,19
"tandahimba_maundo_chiumo","tandahimba_maundo",30,2012,2,9
"tandahimba_maundo_kunandundu","tandahimba_maundo",30,2012,2,2
"tandahimba_maundo_maundo","tandahimba_maundo",30,2012,2,7
"tandahimba_maundo_namahonga","tandahimba_maundo",30,2012,2,3
"tandahimba_mdimbamnyoma_mdenga","tandahimba_mdimbamnyoma",30,2012,2,6
"tandahimba_mdumbwe_mndumbwe","tandahimba_mdumbwe",30,2012,2,13
"tandahimba_michenjele_bandari","tandahimba_michenjele",30,2012,2,2
"tandahimba_michenjele_michenjele","tandahimba_michenjele",30,2012,2,10
"tandahimba_michenjele_mpunda","tandahimba_michenjele",30,2012,2,14
"tandahimba_mihambwe_mihambwe","tandahimba_mihambwe",30,2012,2,10
"tandahimba_mihambwe_mkaha","tandahimba_mihambwe",30,2012,2,15
"tandahimba_milingodi_milingodi","tandahimba_milingodi",30,2012,2,16
"tandahimba_milingodi_mtinginda","tandahimba_milingodi",30,2012,2,5
"tandahimba_milingodi_namkomolela","tandahimba_milingodi",30,2012,2,7
"tandahimba_mnyawa_maheha","tandahimba_mnyawa",30,2012,2,25
"tandahimba_nambahu_mivanga","tandahimba_nambahu",30,2012,2,38
"tandahimba_namikupa_namikupa","tandahimba_namikupa",30,2012,2,18
"tandahimba_nanhyanga_nanyangaa","tandahimba_nanhyanga",30,2012,2,6
"tandahimba_naputa_mwangazashuleni","tandahimba_naputa",30,2012,2,3
"tandahimba_naputa_mwangazasokoni","tandahimba_naputa",30,2012,2,28
"tandahimba_naputa_namdwani","tandahimba_naputa",30,2012,2,6
"tandahimba_naputa_naputashuleni","tandahimba_naputa",30,2012,2,2
"tandahimba_tandahimba_madaba","tandahimba_tandahimba",30,2012,2,14
"tandahimba_tandahimba_malamba","tandahimba_tandahimba",30,2012,2,5
"tandahimba_tandahimba_matogoro","tandahimba_tandahimba",30,2012,2,13
"tandahimba_tandahimba_tandahimba","tandahimba_tandahimba",30,2012,2,8
"kisarawe_cholesamvula_cholesamvula","kisarawe_cholesamvula",31,2012,2,18
"kisarawe_cholesamvula_kurui","kisarawe_cholesamvula",31,2012,2,16
"kisarawe_cholesamvula_kwala","kisarawe_cholesamvula",31,2012,2,14
"kisarawe_cholesamvula_mafumbi","kisarawe_cholesamvula",31,2012,2,14
"kisarawe_cholesamvula_sofu","kisarawe_cholesamvula",31,2012,2,6
"kisarawe_cholesamvula_yombolukinga","kisarawe_cholesamvula",31,2012,2,31
"kisarawe_kibuta_bwama","kisarawe_kibuta",31,2012,2,20
"kisarawe_kibuta_changombeb","kisarawe_kibuta",31,2012,2,14
"kisarawe_kibuta_kauzeni","kisarawe_kibuta",31,2012,2,14
"kisarawe_kibuta_kibuta","kisarawe_kibuta",31,2012,2,37
"kisarawe_kibuta_masanganya","kisarawe_kibuta",31,2012,2,12
"kisarawe_kibuta_mtamba","kisarawe_kibuta",31,2012,2,12
"kisarawe_kiluvya_kiluvyaa","kisarawe_kiluvya",31,2012,2,406
"kisarawe_kiluvya_kiluvyab","kisarawe_kiluvya",31,2012,2,99
"kisarawe_kiluvya_mloganzila","kisarawe_kiluvya",31,2012,2,104
"kisarawe_kiluvya_tondoroni","kisarawe_kiluvya",31,2012,2,24
"kisarawe_kisarawe_kazimzumbwi","kisarawe_kisarawe",31,2012,2,21
"kisarawe_kisarawe_kifuru","kisarawe_kisarawe",31,2012,2,3
"kisarawe_kisarawe_kisarawe","kisarawe_kisarawe",31,2012,2,108
"kisarawe_kisarawe_visegese","kisarawe_kisarawe",31,2012,2,79
"kisarawe_kurui_kidugalo","kisarawe_kurui",31,2012,2,41
"kisarawe_kurui_kurui","kisarawe_kurui",31,2012,2,9
"kisarawe_kurui_mtakayo","kisarawe_kurui",31,2012,2,30
"kisarawe_kurui_zegero","kisarawe_kurui",31,2012,2,13
"kisarawe_mafizi_gwata","kisarawe_mafizi",31,2012,2,88
"kisarawe_mafizi_kimalamisale","kisarawe_mafizi",31,2012,2,79
"kisarawe_mafizi_mafizi","kisarawe_mafizi",31,2012,2,49
"kisarawe_mafizi_nyani","kisarawe_mafizi",31,2012,2,37
"kisarawe_mafizi_vingandi","kisarawe_mafizi",31,2012,2,45
"kisarawe_maneromango_boga","kisarawe_maneromango",31,2012,2,19
"kisarawe_maneromango_chale","kisarawe_maneromango",31,2012,2,8
"kisarawe_maneromango_kidugalochakanga","kisarawe_maneromango",31,2012,2,14
"kisarawe_maneromango_maneromango","kisarawe_maneromango",31,2012,2,43
"kisarawe_maneromango_maneromangokaskazin","kisarawe_maneromango",31,2012,2,12
"kisarawe_maneromango_mengwa","kisarawe_maneromango",31,2012,2,9
"kisarawe_maneromango_msegamo","kisarawe_maneromango",31,2012,2,8
"kisarawe_maneromango_ngongele","kisarawe_maneromango",31,2012,2,12
"kisarawe_marui_kihare","kisarawe_marui",31,2012,2,4
"kisarawe_marui_kisangire","kisarawe_marui",31,2012,2,12
"kisarawe_marui_maruimgwata","kisarawe_marui",31,2012,2,5
"kisarawe_marui_maruimipera","kisarawe_marui",31,2012,2,20
"kisarawe_marui_titu","kisarawe_marui",31,2012,2,10
"kisarawe_marumbo_changombe","kisarawe_marumbo",31,2012,2,10
"kisarawe_marumbo_kikwete","kisarawe_marumbo",31,2012,2,19
"kisarawe_marumbo_kitonga","kisarawe_marumbo",31,2012,2,11
"kisarawe_marumbo_marumbo","kisarawe_marumbo",31,2012,2,5
"kisarawe_marumbo_mfuru","kisarawe_marumbo",31,2012,2,19
"kisarawe_marumbo_palaka","kisarawe_marumbo",31,2012,2,14
"kisarawe_masaki_kibesa","kisarawe_masaki",31,2012,2,15
"kisarawe_masaki_kisanga","kisarawe_masaki",31,2012,2,22
"kisarawe_msanga_bembeza","kisarawe_msanga",31,2012,2,14
"kisarawe_msanga_mianzi","kisarawe_msanga",31,2012,2,20
"kisarawe_msanga_msanga","kisarawe_msanga",31,2012,2,60
"kisarawe_msanga_visiga","kisarawe_msanga",31,2012,2,30
"kisarawe_msimbu_gumba","kisarawe_msimbu",31,2012,2,9
"kisarawe_msimbu_homboza","kisarawe_msimbu",31,2012,2,38
"kisarawe_msimbu_kitanga","kisarawe_msimbu",31,2012,2,5
"kisarawe_msimbu_maguruwe","kisarawe_msimbu",31,2012,2,23
"kisarawe_msimbu_msimbu","kisarawe_msimbu",31,2012,2,91
"kisarawe_msimbu_ruangai","kisarawe_msimbu",31,2012,2,20
"kisarawe_mzenga_chakenge","kisarawe_mzenga",31,2012,2,22
"kisarawe_mzenga_mitengwe","kisarawe_mzenga",31,2012,2,65
"kisarawe_mzenga_mzengaa","kisarawe_mzenga",31,2012,2,15
"kisarawe_mzenga_vilabwa","kisarawe_mzenga",31,2012,2,24
"kisarawe_vihingo_kibwemwenda","kisarawe_vihingo",31,2012,2,24
"kisarawe_vihingo_mihugwe","kisarawe_vihingo",31,2012,2,26
"kisarawe_vihingo_mzengab","kisarawe_vihingo",31,2012,2,22
"kisarawe_vihingo_sangwe","kisarawe_vihingo",31,2012,2,24
"kisarawe_vihingo_vihingo","kisarawe_vihingo",31,2012,2,14
"kisarawe_vikumbulu_kitonga","kisarawe_vikumbulu",31,2012,2,2
"kisarawe_vikumbulu_koresa","kisarawe_vikumbulu",31,2012,2,11
"kisarawe_vikumbulu_mtunani","kisarawe_vikumbulu",31,2012,2,5
"kisarawe_vikumbulu_pangalamwingereza","kisarawe_vikumbulu",31,2012,2,19
"kisarawe_vikumbulu_vikumbulu","kisarawe_vikumbulu",31,2012,2,20
"newala_chihangu_chihangua","newala_chihangu",33,2012,2,41
"newala_chihangu_idamnole","newala_chihangu",33,2012,2,29
"newala_chilangala_chilangala","newala_chilangala",33,2012,2,16
"newala_chilangala_mikumbi","newala_chilangala",33,2012,2,20
"newala_chilangala_mkongi","newala_chilangala",33,2012,2,1
"newala_chilangala_namangadu","newala_chilangala",33,2012,2,3
"newala_kitangari_kitangarihospitali","newala_kitangari",33,2012,2,53
"newala_luchindu_nangwala","newala_luchindu",33,2012,2,71
"newala_makote_makondeko","newala_makote",33,2012,2,9
"newala_makote_makote","newala_makote",33,2012,2,50
"newala_mdimbampelempele_chitenda","newala_mdimbampelempele",33,2012,2,38
"newala_mkomaii_chikalule","newala_mkomaii",33,2012,2,20
"newala_mkomaii_lihanga","newala_mkomaii",33,2012,2,10
"newala_mkomaii_lochinu","newala_mkomaii",33,2012,2,20
"newala_mkomaii_nangudyane","newala_mkomaii",33,2012,2,10
"newala_mkunya_chihanga","newala_mkunya",33,2012,2,155
"newala_mkunya_mkunya","newala_mkunya",33,2012,2,80
"newala_mnekachi_mkomai","newala_mnekachi",33,2012,2,30
"newala_mnyambe_bahati","newala_mnyambe",33,2012,2,13
"newala_mnyambe_hengapano","newala_mnyambe",33,2012,2,15
"newala_mnyambe_majembejuu","newala_mnyambe",33,2012,2,9
"newala_mnyambe_mnima","newala_mnyambe",33,2012,2,69
